cv_id,text,skills,level,profile_type,domain,text_canonical
CV_0054,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- linux
- firewalls
- risk assessment
- cryptography
- siem
- incident response
- network security
- penetration testing
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","linux, firewalls, risk assessment, cryptography, siem, incident response, network security, penetration testing, teamwork",intermediate,specialized,cybersecurity,"cv profile intermediate candidate in cybersecurity. experience with relevant tools and projects. skills - linux - firewalls - risk assessment - cryptography - siem - incident response - network security - penetration testing education bachelor s master s related to cybersecurity. soft skills communication, teamwork. linux, firewalls, risk assessment, cryptography, siem, incident response, network security, penetration testing, teamwork"
CV_0055,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- branding
- crm
- copywriting
- social media
- google analytics
- seo
- problem solving
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","branding, crm, copywriting, social media, google analytics, seo, problem solving",junior,specialized,marketing,"cv profile junior candidate in marketing. experience with relevant tools and projects. skills - branding - crm - copywriting - social media - google analytics - seo - problem solving education bachelor s master s related to marketing. soft skills communication, teamwork. branding, crm, copywriting, social media, google analytics, seo, problem solving"
CV_0056,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- docker
- wireframing
- ui design
- typography
- java
- design systems
- adobe photoshop
- adobe illustrator
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","docker, wireframing, ui design, typography, java, design systems, adobe photoshop, adobe illustrator, teamwork, communication, reporting",junior,polyvalent,design,"cv profile junior candidate in design. experience with relevant tools and projects. skills - docker - wireframing - ui design - typography - java - design systems - adobe photoshop - adobe illustrator education bachelor s master s related to design. soft skills communication, teamwork. docker, wireframing, ui design, typography, java, design systems, adobe photoshop, adobe illustrator, teamwork, communication, reporting"
CV_0057,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- cloud
- docker
- linux
- python
- git
- javascript
- rest api
- java
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","cloud, docker, linux, python, git, javascript, rest api, java, english, communication",intermediate,specialized,software,"cv profile intermediate candidate in software. experience with relevant tools and projects. skills - cloud - docker - linux - python - git - javascript - rest api - java education bachelor s master s related to software. soft skills communication, teamwork. cloud, docker, linux, python, git, javascript, rest api, java, english, communication"
CV_0058,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- crm
- copywriting
- google analytics
- seo
- email marketing
- social media
- presentation
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","crm, copywriting, google analytics, seo, email marketing, social media, presentation",junior,specialized,marketing,"cv profile junior candidate in marketing. experience with relevant tools and projects. skills - crm - copywriting - google analytics - seo - email marketing - social media - presentation education bachelor s master s related to marketing. soft skills communication, teamwork. crm, copywriting, google analytics, seo, email marketing, social media, presentation"
CV_0059,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- scrum
- stakeholder management
- communication
- budgeting
- leadership
- project management
- presentation
- english
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","scrum, stakeholder management, communication, budgeting, leadership, project management, presentation, english",junior,specialized,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - scrum - stakeholder management - communication - budgeting - leadership - project management - presentation - english education bachelor s master s related to management. soft skills communication, teamwork. scrum, stakeholder management, communication, budgeting, leadership, project management, presentation, english"
CV_0060,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- numpy
- sql
- machine learning
- etl
- statistics
- tableau
- presentation
- english
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","numpy, sql, machine learning, etl, statistics, tableau, presentation, english",junior,specialized,data,"cv profile junior candidate in data. experience with relevant tools and projects. skills - numpy - sql - machine learning - etl - statistics - tableau - presentation - english education bachelor s master s related to data. soft skills communication, teamwork. numpy, sql, machine learning, etl, statistics, tableau, presentation, english"
CV_0061,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- agile
- scrum
- budgeting
- planning
- project management
- leadership
- stakeholder management
- communication
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","agile, scrum, budgeting, planning, project management, leadership, stakeholder management, communication, teamwork",intermediate,specialized,management,"cv profile intermediate candidate in management. experience with relevant tools and projects. skills - agile - scrum - budgeting - planning - project management - leadership - stakeholder management - communication education bachelor s master s related to management. soft skills communication, teamwork. agile, scrum, budgeting, planning, project management, leadership, stakeholder management, communication, teamwork"
CV_0062,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- agile
- python
- etl
- testing
- rest api
- stakeholder management
- planning
- machine learning
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","agile, python, etl, testing, rest api, stakeholder management, planning, machine learning, presentation, teamwork",junior,polyvalent,marketing,"cv profile junior candidate in marketing. experience with relevant tools and projects. skills - agile - python - etl - testing - rest api - stakeholder management - planning - machine learning education bachelor s master s related to marketing. soft skills communication, teamwork. agile, python, etl, testing, rest api, stakeholder management, planning, machine learning, presentation, teamwork"
CV_0063,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- linux
- risk assessment
- network security
- incident response
- cryptography
- siem
- penetration testing
- firewalls
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","linux, risk assessment, network security, incident response, cryptography, siem, penetration testing, firewalls, reporting, problem solving",intermediate,specialized,cybersecurity,"cv profile intermediate candidate in cybersecurity. experience with relevant tools and projects. skills - linux - risk assessment - network security - incident response - cryptography - siem - penetration testing - firewalls education bachelor s master s related to cybersecurity. soft skills communication, teamwork. linux, risk assessment, network security, incident response, cryptography, siem, penetration testing, firewalls, reporting, problem solving"
CV_0064,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- social media
- excel
- sql
- risk analysis
- branding
- google analytics
- email marketing
- financial modeling
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","social media, excel, sql, risk analysis, branding, google analytics, email marketing, financial modeling, forecasting, content marketing, communication, problem solving, reporting",intermediate,polyvalent,finance,"cv profile intermediate candidate in finance. experience with relevant tools and projects. skills - social media - excel - sql - risk analysis - branding - google analytics - email marketing - financial modeling education bachelor s master s related to finance. soft skills communication, teamwork. social media, excel, sql, risk analysis, branding, google analytics, email marketing, financial modeling, forecasting, content marketing, communication, problem solving, reporting"
CV_0065,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- communication
- stakeholder management
- budgeting
- java
- financial modeling
- business intelligence
- powerpoint
- rest api
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","communication, stakeholder management, budgeting, java, financial modeling, business intelligence, powerpoint, rest api, sql, agile, reporting, english",intermediate,polyvalent,management,"cv profile intermediate candidate in management. experience with relevant tools and projects. skills - communication - stakeholder management - budgeting - java - financial modeling - business intelligence - powerpoint - rest api education bachelor s master s related to management. soft skills communication, teamwork. communication, stakeholder management, budgeting, java, financial modeling, business intelligence, powerpoint, rest api, sql, agile, reporting, english"
CV_0066,"CV Profile: senior candidate in software. Experience with relevant tools and projects. Skills:
- rest api
- linux
- microservices
- git
- cloud
- java
- testing
- python
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","rest api, linux, microservices, git, cloud, java, testing, python, javascript, docker, english",senior,specialized,software,"cv profile senior candidate in software. experience with relevant tools and projects. skills - rest api - linux - microservices - git - cloud - java - testing - python education bachelor s master s related to software. soft skills communication, teamwork. rest api, linux, microservices, git, cloud, java, testing, python, javascript, docker, english"
CV_0067,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- machine learning
- data visualization
- tableau
- python
- statistics
- etl
- pandas
- numpy
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","machine learning, data visualization, tableau, python, statistics, etl, pandas, numpy, presentation, communication",intermediate,specialized,data,"cv profile intermediate candidate in data. experience with relevant tools and projects. skills - machine learning - data visualization - tableau - python - statistics - etl - pandas - numpy education bachelor s master s related to data. soft skills communication, teamwork. machine learning, data visualization, tableau, python, statistics, etl, pandas, numpy, presentation, communication"
CV_0068,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- network security
- firewalls
- business intelligence
- excel
- risk analysis
- siem
- linux
- sql
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","network security, firewalls, business intelligence, excel, risk analysis, siem, linux, sql, communication, presentation, english",junior,polyvalent,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - network security - firewalls - business intelligence - excel - risk analysis - siem - linux - sql education bachelor s master s related to management. soft skills communication, teamwork. network security, firewalls, business intelligence, excel, risk analysis, siem, linux, sql, communication, presentation, english"
CV_0069,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- etl
- sql
- risk assessment
- cryptography
- network security
- machine learning
- pandas
- linux
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","etl, sql, risk assessment, cryptography, network security, machine learning, pandas, linux, penetration testing, python, teamwork, communication",intermediate,polyvalent,software,"cv profile intermediate candidate in software. experience with relevant tools and projects. skills - etl - sql - risk assessment - cryptography - network security - machine learning - pandas - linux education bachelor s master s related to software. soft skills communication, teamwork. etl, sql, risk assessment, cryptography, network security, machine learning, pandas, linux, penetration testing, python, teamwork, communication"
CV_0070,"CV Profile: senior candidate in marketing. Experience with relevant tools and projects. Skills:
- social media
- branding
- copywriting
- content marketing
- crm
- email marketing
- google analytics
- seo
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","social media, branding, copywriting, content marketing, crm, email marketing, google analytics, seo, presentation, communication",senior,specialized,marketing,"cv profile senior candidate in marketing. experience with relevant tools and projects. skills - social media - branding - copywriting - content marketing - crm - email marketing - google analytics - seo education bachelor s master s related to marketing. soft skills communication, teamwork. social media, branding, copywriting, content marketing, crm, email marketing, google analytics, seo, presentation, communication"
CV_0071,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- scrum
- project management
- stakeholder management
- leadership
- communication
- planning
- presentation
- problem solving
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","scrum, project management, stakeholder management, leadership, communication, planning, presentation, problem solving",junior,specialized,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - scrum - project management - stakeholder management - leadership - communication - planning - presentation - problem solving education bachelor s master s related to management. soft skills communication, teamwork. scrum, project management, stakeholder management, leadership, communication, planning, presentation, problem solving"
CV_0072,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- sql
- business intelligence
- risk analysis
- excel
- financial modeling
- powerpoint
- accounting
- forecasting
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","sql, business intelligence, risk analysis, excel, financial modeling, powerpoint, accounting, forecasting, communication, english",intermediate,specialized,finance,"cv profile intermediate candidate in finance. experience with relevant tools and projects. skills - sql - business intelligence - risk analysis - excel - financial modeling - powerpoint - accounting - forecasting education bachelor s master s related to finance. soft skills communication, teamwork. sql, business intelligence, risk analysis, excel, financial modeling, powerpoint, accounting, forecasting, communication, english"
CV_0073,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- social media
- seo
- email marketing
- copywriting
- design systems
- adobe photoshop
- google analytics
- ui design
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","social media, seo, email marketing, copywriting, design systems, adobe photoshop, google analytics, ui design, reporting, problem solving",junior,polyvalent,cybersecurity,"cv profile junior candidate in cybersecurity. experience with relevant tools and projects. skills - social media - seo - email marketing - copywriting - design systems - adobe photoshop - google analytics - ui design education bachelor s master s related to cybersecurity. soft skills communication, teamwork. social media, seo, email marketing, copywriting, design systems, adobe photoshop, google analytics, ui design, reporting, problem solving"
CV_0074,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- typography
- data visualization
- tableau
- figma
- numpy
- statistics
- etl
- adobe illustrator
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","typography, data visualization, tableau, figma, numpy, statistics, etl, adobe illustrator, ux research, machine learning, presentation, english, teamwork",intermediate,polyvalent,design,"cv profile intermediate candidate in design. experience with relevant tools and projects. skills - typography - data visualization - tableau - figma - numpy - statistics - etl - adobe illustrator education bachelor s master s related to design. soft skills communication, teamwork. typography, data visualization, tableau, figma, numpy, statistics, etl, adobe illustrator, ux research, machine learning, presentation, english, teamwork"
CV_0075,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- rest api
- testing
- docker
- microservices
- java
- javascript
- problem solving
- presentation
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","rest api, testing, docker, microservices, java, javascript, problem solving, presentation",junior,specialized,software,"cv profile junior candidate in software. experience with relevant tools and projects. skills - rest api - testing - docker - microservices - java - javascript - problem solving - presentation education bachelor s master s related to software. soft skills communication, teamwork. rest api, testing, docker, microservices, java, javascript, problem solving, presentation"
CV_0076,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- python
- testing
- javascript
- java
- agile
- budgeting
- docker
- planning
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","python, testing, javascript, java, agile, budgeting, docker, planning, english, problem solving",junior,polyvalent,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - python - testing - javascript - java - agile - budgeting - docker - planning education bachelor s master s related to management. soft skills communication, teamwork. python, testing, javascript, java, agile, budgeting, docker, planning, english, problem solving"
CV_0077,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- wireframing
- design systems
- adobe illustrator
- ux research
- figma
- adobe photoshop
- typography
- ui design
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","wireframing, design systems, adobe illustrator, ux research, figma, adobe photoshop, typography, ui design, reporting",intermediate,specialized,design,"cv profile intermediate candidate in design. experience with relevant tools and projects. skills - wireframing - design systems - adobe illustrator - ux research - figma - adobe photoshop - typography - ui design education bachelor s master s related to design. soft skills communication, teamwork. wireframing, design systems, adobe illustrator, ux research, figma, adobe photoshop, typography, ui design, reporting"
CV_0078,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- content marketing
- crm
- social media
- google analytics
- email marketing
- seo
- communication
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","content marketing, crm, social media, google analytics, email marketing, seo, communication",junior,specialized,marketing,"cv profile junior candidate in marketing. experience with relevant tools and projects. skills - content marketing - crm - social media - google analytics - email marketing - seo - communication education bachelor s master s related to marketing. soft skills communication, teamwork. content marketing, crm, social media, google analytics, email marketing, seo, communication"
CV_0079,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- sql
- statistics
- machine learning
- power bi
- data visualization
- etl
- reporting
- teamwork
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","sql, statistics, machine learning, power bi, data visualization, etl, reporting, teamwork",junior,specialized,data,"cv profile junior candidate in data. experience with relevant tools and projects. skills - sql - statistics - machine learning - power bi - data visualization - etl - reporting - teamwork education bachelor s master s related to data. soft skills communication, teamwork. sql, statistics, machine learning, power bi, data visualization, etl, reporting, teamwork"
CV_0080,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- scrum
- python
- linux
- agile
- leadership
- cryptography
- power bi
- penetration testing
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","scrum, python, linux, agile, leadership, cryptography, power bi, penetration testing, incident response, machine learning, problem solving, teamwork, communication",intermediate,polyvalent,finance,"cv profile intermediate candidate in finance. experience with relevant tools and projects. skills - scrum - python - linux - agile - leadership - cryptography - power bi - penetration testing education bachelor s master s related to finance. soft skills communication, teamwork. scrum, python, linux, agile, leadership, cryptography, power bi, penetration testing, incident response, machine learning, problem solving, teamwork, communication"
CV_0081,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- stakeholder management
- planning
- budgeting
- communication
- project management
- leadership
- agile
- scrum
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","stakeholder management, planning, budgeting, communication, project management, leadership, agile, scrum, reporting",intermediate,specialized,management,"cv profile intermediate candidate in management. experience with relevant tools and projects. skills - stakeholder management - planning - budgeting - communication - project management - leadership - agile - scrum education bachelor s master s related to management. soft skills communication, teamwork. stakeholder management, planning, budgeting, communication, project management, leadership, agile, scrum, reporting"
CV_0082,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- linux
- rest api
- google analytics
- testing
- cloud
- java
- seo
- email marketing
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","linux, rest api, google analytics, testing, cloud, java, seo, email marketing, reporting, problem solving",junior,polyvalent,software,"cv profile junior candidate in software. experience with relevant tools and projects. skills - linux - rest api - google analytics - testing - cloud - java - seo - email marketing education bachelor s master s related to software. soft skills communication, teamwork. linux, rest api, google analytics, testing, cloud, java, seo, email marketing, reporting, problem solving"
CV_0083,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- python
- numpy
- data visualization
- machine learning
- docker
- git
- power bi
- pandas
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","python, numpy, data visualization, machine learning, docker, git, power bi, pandas, reporting, communication, presentation",junior,polyvalent,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - python - numpy - data visualization - machine learning - docker - git - power bi - pandas education bachelor s master s related to management. soft skills communication, teamwork. python, numpy, data visualization, machine learning, docker, git, power bi, pandas, reporting, communication, presentation"
CV_0084,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- financial modeling
- risk analysis
- forecasting
- business intelligence
- excel
- accounting
- english
- communication
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","financial modeling, risk analysis, forecasting, business intelligence, excel, accounting, english, communication",junior,specialized,finance,"cv profile junior candidate in finance. experience with relevant tools and projects. skills - financial modeling - risk analysis - forecasting - business intelligence - excel - accounting - english - communication education bachelor s master s related to finance. soft skills communication, teamwork. financial modeling, risk analysis, forecasting, business intelligence, excel, accounting, english, communication"
CV_0085,"CV Profile: senior candidate in data. Experience with relevant tools and projects. Skills:
- tableau
- ui design
- statistics
- financial modeling
- numpy
- power bi
- etl
- sql
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","tableau, ui design, statistics, financial modeling, numpy, power bi, etl, sql, pandas, risk analysis, accounting, business intelligence, english, reporting, problem solving",senior,polyvalent,data,"cv profile senior candidate in data. experience with relevant tools and projects. skills - tableau - ui design - statistics - financial modeling - numpy - power bi - etl - sql education bachelor s master s related to data. soft skills communication, teamwork. tableau, ui design, statistics, financial modeling, numpy, power bi, etl, sql, pandas, risk analysis, accounting, business intelligence, english, reporting, problem solving"
CV_0086,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- financial modeling
- sql
- powerpoint
- forecasting
- business intelligence
- risk analysis
- accounting
- excel
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","financial modeling, sql, powerpoint, forecasting, business intelligence, risk analysis, accounting, excel, problem solving, english",intermediate,specialized,finance,"cv profile intermediate candidate in finance. experience with relevant tools and projects. skills - financial modeling - sql - powerpoint - forecasting - business intelligence - risk analysis - accounting - excel education bachelor s master s related to finance. soft skills communication, teamwork. financial modeling, sql, powerpoint, forecasting, business intelligence, risk analysis, accounting, excel, problem solving, english"
CV_0087,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- sql
- accounting
- powerpoint
- business intelligence
- forecasting
- excel
- communication
- presentation
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","sql, accounting, powerpoint, business intelligence, forecasting, excel, communication, presentation",junior,specialized,finance,"cv profile junior candidate in finance. experience with relevant tools and projects. skills - sql - accounting - powerpoint - business intelligence - forecasting - excel - communication - presentation education bachelor s master s related to finance. soft skills communication, teamwork. sql, accounting, powerpoint, business intelligence, forecasting, excel, communication, presentation"
CV_0088,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- planning
- budgeting
- agile
- communication
- project management
- scrum
- presentation
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","planning, budgeting, agile, communication, project management, scrum, presentation",junior,specialized,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - planning - budgeting - agile - communication - project management - scrum - presentation education bachelor s master s related to management. soft skills communication, teamwork. planning, budgeting, agile, communication, project management, scrum, presentation"
CV_0089,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- agile
- communication
- project management
- figma
- planning
- python
- stakeholder management
- typography
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","agile, communication, project management, figma, planning, python, stakeholder management, typography, presentation, english",junior,polyvalent,finance,"cv profile junior candidate in finance. experience with relevant tools and projects. skills - agile - communication - project management - figma - planning - python - stakeholder management - typography education bachelor s master s related to finance. soft skills communication, teamwork. agile, communication, project management, figma, planning, python, stakeholder management, typography, presentation, english"
CV_0090,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- testing
- rest api
- java
- microservices
- javascript
- docker
- linux
- git
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","testing, rest api, java, microservices, javascript, docker, linux, git, reporting",intermediate,specialized,software,"cv profile intermediate candidate in software. experience with relevant tools and projects. skills - testing - rest api - java - microservices - javascript - docker - linux - git education bachelor s master s related to software. soft skills communication, teamwork. testing, rest api, java, microservices, javascript, docker, linux, git, reporting"
CV_0091,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- ux research
- design systems
- adobe illustrator
- wireframing
- adobe photoshop
- ui design
- figma
- typography
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","ux research, design systems, adobe illustrator, wireframing, adobe photoshop, ui design, figma, typography, reporting",intermediate,specialized,design,"cv profile intermediate candidate in design. experience with relevant tools and projects. skills - ux research - design systems - adobe illustrator - wireframing - adobe photoshop - ui design - figma - typography education bachelor s master s related to design. soft skills communication, teamwork. ux research, design systems, adobe illustrator, wireframing, adobe photoshop, ui design, figma, typography, reporting"
CV_0092,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- figma
- design systems
- adobe illustrator
- adobe photoshop
- ui design
- typography
- english
- problem solving
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","figma, design systems, adobe illustrator, adobe photoshop, ui design, typography, english, problem solving",junior,specialized,design,"cv profile junior candidate in design. experience with relevant tools and projects. skills - figma - design systems - adobe illustrator - adobe photoshop - ui design - typography - english - problem solving education bachelor s master s related to design. soft skills communication, teamwork. figma, design systems, adobe illustrator, adobe photoshop, ui design, typography, english, problem solving"
CV_0093,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- microservices
- statistics
- docker
- java
- numpy
- data visualization
- testing
- pandas
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","microservices, statistics, docker, java, numpy, data visualization, testing, pandas, english, problem solving, teamwork",junior,polyvalent,software,"cv profile junior candidate in software. experience with relevant tools and projects. skills - microservices - statistics - docker - java - numpy - data visualization - testing - pandas education bachelor s master s related to software. soft skills communication, teamwork. microservices, statistics, docker, java, numpy, data visualization, testing, pandas, english, problem solving, teamwork"
CV_0094,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- agile
- scrum
- planning
- communication
- stakeholder management
- budgeting
- leadership
- project management
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","agile, scrum, planning, communication, stakeholder management, budgeting, leadership, project management, english",intermediate,specialized,management,"cv profile intermediate candidate in management. experience with relevant tools and projects. skills - agile - scrum - planning - communication - stakeholder management - budgeting - leadership - project management education bachelor s master s related to management. soft skills communication, teamwork. agile, scrum, planning, communication, stakeholder management, budgeting, leadership, project management, english"
CV_0095,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- social media
- email marketing
- content marketing
- google analytics
- copywriting
- crm
- communication
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","social media, email marketing, content marketing, google analytics, copywriting, crm, communication",junior,specialized,marketing,"cv profile junior candidate in marketing. experience with relevant tools and projects. skills - social media - email marketing - content marketing - google analytics - copywriting - crm - communication education bachelor s master s related to marketing. soft skills communication, teamwork. social media, email marketing, content marketing, google analytics, copywriting, crm, communication"
CV_0096,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- sql
- forecasting
- powerpoint
- financial modeling
- accounting
- excel
- business intelligence
- risk analysis
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","sql, forecasting, powerpoint, financial modeling, accounting, excel, business intelligence, risk analysis, communication, english",intermediate,specialized,finance,"cv profile intermediate candidate in finance. experience with relevant tools and projects. skills - sql - forecasting - powerpoint - financial modeling - accounting - excel - business intelligence - risk analysis education bachelor s master s related to finance. soft skills communication, teamwork. sql, forecasting, powerpoint, financial modeling, accounting, excel, business intelligence, risk analysis, communication, english"
CV_0097,"CV Profile: senior candidate in data. Experience with relevant tools and projects. Skills:
- tableau
- data visualization
- power bi
- machine learning
- python
- statistics
- numpy
- sql
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","tableau, data visualization, power bi, machine learning, python, statistics, numpy, sql, pandas, etl, communication, english",senior,specialized,data,"cv profile senior candidate in data. experience with relevant tools and projects. skills - tableau - data visualization - power bi - machine learning - python - statistics - numpy - sql education bachelor s master s related to data. soft skills communication, teamwork. tableau, data visualization, power bi, machine learning, python, statistics, numpy, sql, pandas, etl, communication, english"
CV_0098,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- budgeting
- communication
- project management
- stakeholder management
- scrum
- leadership
- teamwork
- problem solving
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","budgeting, communication, project management, stakeholder management, scrum, leadership, teamwork, problem solving",junior,specialized,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - budgeting - communication - project management - stakeholder management - scrum - leadership - teamwork - problem solving education bachelor s master s related to management. soft skills communication, teamwork. budgeting, communication, project management, stakeholder management, scrum, leadership, teamwork, problem solving"
CV_0099,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- agile
- communication
- budgeting
- leadership
- scrum
- planning
- teamwork
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","agile, communication, budgeting, leadership, scrum, planning, teamwork",junior,specialized,management,"cv profile junior candidate in management. experience with relevant tools and projects. skills - agile - communication - budgeting - leadership - scrum - planning - teamwork education bachelor s master s related to management. soft skills communication, teamwork. agile, communication, budgeting, leadership, scrum, planning, teamwork"
CV_0100,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- tableau
- machine learning
- sql
- etl
- numpy
- statistics
- reporting
- presentation
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","tableau, machine learning, sql, etl, numpy, statistics, reporting, presentation",junior,specialized,data,"cv profile junior candidate in data. experience with relevant tools and projects. skills - tableau - machine learning - sql - etl - numpy - statistics - reporting - presentation education bachelor s master s related to data. soft skills communication, teamwork. tableau, machine learning, sql, etl, numpy, statistics, reporting, presentation"
CV_0101,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- scrum
- ui design
- cryptography
- stakeholder management
- ux research
- siem
- agile
- firewalls
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","scrum, ui design, cryptography, stakeholder management, ux research, siem, agile, firewalls, adobe illustrator, risk assessment, problem solving, english",intermediate,polyvalent,finance,"cv profile intermediate candidate in finance. experience with relevant tools and projects. skills - scrum - ui design - cryptography - stakeholder management - ux research - siem - agile - firewalls education bachelor s master s related to finance. soft skills communication, teamwork. scrum, ui design, cryptography, stakeholder management, ux research, siem, agile, firewalls, adobe illustrator, risk assessment, problem solving, english"
