job_id,text,skills,level_required,domain,text_canonical
JOB_0053,"Job Offer: intermediate position in design. We are looking for a candidate with the following requirements:
- figma
- wireframing
- adobe photoshop
- design systems
- typography
- ui design
- ux research
- adobe illustrator
Nice to have: reporting, presentation. Location: Hybrid.","figma, wireframing, adobe photoshop, design systems, typography, ui design, ux research, adobe illustrator, english, teamwork",intermediate,design,"job offer intermediate position in design. we are looking for a candidate with the following requirements - figma - wireframing - adobe photoshop - design systems - typography - ui design - ux research - adobe illustrator nice to have reporting, presentation. location hybrid. figma, wireframing, adobe photoshop, design systems, typography, ui design, ux research, adobe illustrator, english, teamwork"
JOB_0054,"Job Offer: senior position in management. We are looking for a candidate with the following requirements:
- communication
- stakeholder management
- agile
- leadership
- planning
- project management
- budgeting
- scrum
Nice to have: reporting, presentation. Location: Hybrid.","communication, stakeholder management, agile, leadership, planning, project management, budgeting, scrum, reporting",senior,management,"job offer senior position in management. we are looking for a candidate with the following requirements - communication - stakeholder management - agile - leadership - planning - project management - budgeting - scrum nice to have reporting, presentation. location hybrid. communication, stakeholder management, agile, leadership, planning, project management, budgeting, scrum, reporting"
JOB_0055,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- siem
- incident response
- network security
- penetration testing
- firewalls
- linux
- communication
Nice to have: reporting, presentation. Location: Hybrid.","siem, incident response, network security, penetration testing, firewalls, linux, communication",junior,cybersecurity,"job offer junior position in cybersecurity. we are looking for a candidate with the following requirements - siem - incident response - network security - penetration testing - firewalls - linux - communication nice to have reporting, presentation. location hybrid. siem, incident response, network security, penetration testing, firewalls, linux, communication"
JOB_0056,"Job Offer: junior position in design. We are looking for a candidate with the following requirements:
- ui design
- ux research
- wireframing
- adobe photoshop
- adobe illustrator
- figma
- teamwork
- problem solving
Nice to have: reporting, presentation. Location: Hybrid.","ui design, ux research, wireframing, adobe photoshop, adobe illustrator, figma, teamwork, problem solving",junior,design,"job offer junior position in design. we are looking for a candidate with the following requirements - ui design - ux research - wireframing - adobe photoshop - adobe illustrator - figma - teamwork - problem solving nice to have reporting, presentation. location hybrid. ui design, ux research, wireframing, adobe photoshop, adobe illustrator, figma, teamwork, problem solving"
JOB_0057,"Job Offer: senior position in finance. We are looking for a candidate with the following requirements:
- powerpoint
- accounting
- financial modeling
- risk analysis
- forecasting
- excel
- business intelligence
- sql
Nice to have: reporting, presentation. Location: Hybrid.","powerpoint, accounting, financial modeling, risk analysis, forecasting, excel, business intelligence, sql, english, problem solving",senior,finance,"job offer senior position in finance. we are looking for a candidate with the following requirements - powerpoint - accounting - financial modeling - risk analysis - forecasting - excel - business intelligence - sql nice to have reporting, presentation. location hybrid. powerpoint, accounting, financial modeling, risk analysis, forecasting, excel, business intelligence, sql, english, problem solving"
JOB_0058,"Job Offer: junior position in finance. We are looking for a candidate with the following requirements:
- accounting
- forecasting
- powerpoint
- financial modeling
- excel
- business intelligence
- teamwork
- reporting
Nice to have: reporting, presentation. Location: Hybrid.","accounting, forecasting, powerpoint, financial modeling, excel, business intelligence, teamwork, reporting",junior,finance,"job offer junior position in finance. we are looking for a candidate with the following requirements - accounting - forecasting - powerpoint - financial modeling - excel - business intelligence - teamwork - reporting nice to have reporting, presentation. location hybrid. accounting, forecasting, powerpoint, financial modeling, excel, business intelligence, teamwork, reporting"
JOB_0059,"Job Offer: senior position in finance. We are looking for a candidate with the following requirements:
- risk analysis
- financial modeling
- powerpoint
- sql
- business intelligence
- excel
- accounting
- forecasting
Nice to have: reporting, presentation. Location: Hybrid.","risk analysis, financial modeling, powerpoint, sql, business intelligence, excel, accounting, forecasting, teamwork, reporting",senior,finance,"job offer senior position in finance. we are looking for a candidate with the following requirements - risk analysis - financial modeling - powerpoint - sql - business intelligence - excel - accounting - forecasting nice to have reporting, presentation. location hybrid. risk analysis, financial modeling, powerpoint, sql, business intelligence, excel, accounting, forecasting, teamwork, reporting"
JOB_0060,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- branding
- google analytics
- email marketing
- copywriting
- seo
- content marketing
- social media
- crm
Nice to have: reporting, presentation. Location: Hybrid.","branding, google analytics, email marketing, copywriting, seo, content marketing, social media, crm, teamwork",intermediate,marketing,"job offer intermediate position in marketing. we are looking for a candidate with the following requirements - branding - google analytics - email marketing - copywriting - seo - content marketing - social media - crm nice to have reporting, presentation. location hybrid. branding, google analytics, email marketing, copywriting, seo, content marketing, social media, crm, teamwork"
JOB_0061,"Job Offer: junior position in management. We are looking for a candidate with the following requirements:
- agile
- stakeholder management
- planning
- scrum
- communication
- leadership
- reporting
- presentation
Nice to have: reporting, presentation. Location: Hybrid.","agile, stakeholder management, planning, scrum, communication, leadership, reporting, presentation",junior,management,"job offer junior position in management. we are looking for a candidate with the following requirements - agile - stakeholder management - planning - scrum - communication - leadership - reporting - presentation nice to have reporting, presentation. location hybrid. agile, stakeholder management, planning, scrum, communication, leadership, reporting, presentation"
JOB_0062,"Job Offer: junior position in management. We are looking for a candidate with the following requirements:
- project management
- stakeholder management
- leadership
- scrum
- agile
- communication
- problem solving
Nice to have: reporting, presentation. Location: Hybrid.","project management, stakeholder management, leadership, scrum, agile, communication, problem solving",junior,management,"job offer junior position in management. we are looking for a candidate with the following requirements - project management - stakeholder management - leadership - scrum - agile - communication - problem solving nice to have reporting, presentation. location hybrid. project management, stakeholder management, leadership, scrum, agile, communication, problem solving"
JOB_0063,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- risk assessment
- firewalls
- cryptography
- incident response
- network security
- linux
- english
- teamwork
Nice to have: reporting, presentation. Location: Hybrid.","risk assessment, firewalls, cryptography, incident response, network security, linux, english, teamwork",junior,cybersecurity,"job offer junior position in cybersecurity. we are looking for a candidate with the following requirements - risk assessment - firewalls - cryptography - incident response - network security - linux - english - teamwork nice to have reporting, presentation. location hybrid. risk assessment, firewalls, cryptography, incident response, network security, linux, english, teamwork"
JOB_0064,"Job Offer: junior position in management. We are looking for a candidate with the following requirements:
- planning
- stakeholder management
- leadership
- communication
- budgeting
- project management
- teamwork
Nice to have: reporting, presentation. Location: Hybrid.","planning, stakeholder management, leadership, communication, budgeting, project management, teamwork",junior,management,"job offer junior position in management. we are looking for a candidate with the following requirements - planning - stakeholder management - leadership - communication - budgeting - project management - teamwork nice to have reporting, presentation. location hybrid. planning, stakeholder management, leadership, communication, budgeting, project management, teamwork"
JOB_0065,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- cryptography
- risk assessment
- siem
- firewalls
- incident response
- linux
- problem solving
- reporting
Nice to have: reporting, presentation. Location: Hybrid.","cryptography, risk assessment, siem, firewalls, incident response, linux, problem solving, reporting",junior,cybersecurity,"job offer junior position in cybersecurity. we are looking for a candidate with the following requirements - cryptography - risk assessment - siem - firewalls - incident response - linux - problem solving - reporting nice to have reporting, presentation. location hybrid. cryptography, risk assessment, siem, firewalls, incident response, linux, problem solving, reporting"
JOB_0066,"Job Offer: senior position in marketing. We are looking for a candidate with the following requirements:
- email marketing
- content marketing
- branding
- seo
- crm
- google analytics
- copywriting
- social media
Nice to have: reporting, presentation. Location: Hybrid.","email marketing, content marketing, branding, seo, crm, google analytics, copywriting, social media, teamwork",senior,marketing,"job offer senior position in marketing. we are looking for a candidate with the following requirements - email marketing - content marketing - branding - seo - crm - google analytics - copywriting - social media nice to have reporting, presentation. location hybrid. email marketing, content marketing, branding, seo, crm, google analytics, copywriting, social media, teamwork"
JOB_0067,"Job Offer: junior position in software. We are looking for a candidate with the following requirements:
- java
- cloud
- linux
- docker
- python
- rest api
- reporting
- communication
Nice to have: reporting, presentation. Location: Hybrid.","java, cloud, linux, docker, python, rest api, reporting, communication",junior,software,"job offer junior position in software. we are looking for a candidate with the following requirements - java - cloud - linux - docker - python - rest api - reporting - communication nice to have reporting, presentation. location hybrid. java, cloud, linux, docker, python, rest api, reporting, communication"
JOB_0068,"Job Offer: junior position in data. We are looking for a candidate with the following requirements:
- machine learning
- sql
- data visualization
- tableau
- power bi
- numpy
- english
- teamwork
Nice to have: reporting, presentation. Location: Hybrid.","machine learning, sql, data visualization, tableau, power bi, numpy, english, teamwork",junior,data,"job offer junior position in data. we are looking for a candidate with the following requirements - machine learning - sql - data visualization - tableau - power bi - numpy - english - teamwork nice to have reporting, presentation. location hybrid. machine learning, sql, data visualization, tableau, power bi, numpy, english, teamwork"
JOB_0069,"Job Offer: intermediate position in software. We are looking for a candidate with the following requirements:
- javascript
- python
- testing
- rest api
- cloud
- microservices
- git
- java
Nice to have: reporting, presentation. Location: Hybrid.","javascript, python, testing, rest api, cloud, microservices, git, java, reporting, english",intermediate,software,"job offer intermediate position in software. we are looking for a candidate with the following requirements - javascript - python - testing - rest api - cloud - microservices - git - java nice to have reporting, presentation. location hybrid. javascript, python, testing, rest api, cloud, microservices, git, java, reporting, english"
JOB_0070,"Job Offer: senior position in software. We are looking for a candidate with the following requirements:
- testing
- javascript
- linux
- rest api
- microservices
- docker
- git
- cloud
Nice to have: reporting, presentation. Location: Hybrid.","testing, javascript, linux, rest api, microservices, docker, git, cloud, java, python, reporting, teamwork",senior,software,"job offer senior position in software. we are looking for a candidate with the following requirements - testing - javascript - linux - rest api - microservices - docker - git - cloud nice to have reporting, presentation. location hybrid. testing, javascript, linux, rest api, microservices, docker, git, cloud, java, python, reporting, teamwork"
JOB_0071,"Job Offer: junior position in management. We are looking for a candidate with the following requirements:
- communication
- scrum
- stakeholder management
- budgeting
- agile
- planning
Nice to have: reporting, presentation. Location: Hybrid.","communication, scrum, stakeholder management, budgeting, agile, planning",junior,management,"job offer junior position in management. we are looking for a candidate with the following requirements - communication - scrum - stakeholder management - budgeting - agile - planning nice to have reporting, presentation. location hybrid. communication, scrum, stakeholder management, budgeting, agile, planning"
JOB_0072,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- google analytics
- branding
- email marketing
- social media
- seo
- crm
- content marketing
- copywriting
Nice to have: reporting, presentation. Location: Hybrid.","google analytics, branding, email marketing, social media, seo, crm, content marketing, copywriting, communication, english",intermediate,marketing,"job offer intermediate position in marketing. we are looking for a candidate with the following requirements - google analytics - branding - email marketing - social media - seo - crm - content marketing - copywriting nice to have reporting, presentation. location hybrid. google analytics, branding, email marketing, social media, seo, crm, content marketing, copywriting, communication, english"
JOB_0073,"Job Offer: junior position in management. We are looking for a candidate with the following requirements:
- stakeholder management
- budgeting
- project management
- communication
- scrum
- planning
- reporting
- english
Nice to have: reporting, presentation. Location: Hybrid.","stakeholder management, budgeting, project management, communication, scrum, planning, reporting, english",junior,management,"job offer junior position in management. we are looking for a candidate with the following requirements - stakeholder management - budgeting - project management - communication - scrum - planning - reporting - english nice to have reporting, presentation. location hybrid. stakeholder management, budgeting, project management, communication, scrum, planning, reporting, english"
JOB_0074,"Job Offer: junior position in finance. We are looking for a candidate with the following requirements:
- sql
- business intelligence
- risk analysis
- financial modeling
- accounting
- excel
- presentation
- teamwork
Nice to have: reporting, presentation. Location: Hybrid.","sql, business intelligence, risk analysis, financial modeling, accounting, excel, presentation, teamwork",junior,finance,"job offer junior position in finance. we are looking for a candidate with the following requirements - sql - business intelligence - risk analysis - financial modeling - accounting - excel - presentation - teamwork nice to have reporting, presentation. location hybrid. sql, business intelligence, risk analysis, financial modeling, accounting, excel, presentation, teamwork"
JOB_0075,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- copywriting
- google analytics
- crm
- branding
- email marketing
- content marketing
- seo
- social media
Nice to have: reporting, presentation. Location: Hybrid.","copywriting, google analytics, crm, branding, email marketing, content marketing, seo, social media, teamwork",intermediate,marketing,"job offer intermediate position in marketing. we are looking for a candidate with the following requirements - copywriting - google analytics - crm - branding - email marketing - content marketing - seo - social media nice to have reporting, presentation. location hybrid. copywriting, google analytics, crm, branding, email marketing, content marketing, seo, social media, teamwork"
JOB_0076,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- risk assessment
- penetration testing
- incident response
- siem
- cryptography
- network security
- communication
- teamwork
Nice to have: reporting, presentation. Location: Hybrid.","risk assessment, penetration testing, incident response, siem, cryptography, network security, communication, teamwork",junior,cybersecurity,"job offer junior position in cybersecurity. we are looking for a candidate with the following requirements - risk assessment - penetration testing - incident response - siem - cryptography - network security - communication - teamwork nice to have reporting, presentation. location hybrid. risk assessment, penetration testing, incident response, siem, cryptography, network security, communication, teamwork"
JOB_0077,"Job Offer: senior position in data. We are looking for a candidate with the following requirements:
- python
- machine learning
- sql
- power bi
- data visualization
- etl
- statistics
- numpy
Nice to have: reporting, presentation. Location: Hybrid.","python, machine learning, sql, power bi, data visualization, etl, statistics, numpy, tableau, pandas, teamwork",senior,data,"job offer senior position in data. we are looking for a candidate with the following requirements - python - machine learning - sql - power bi - data visualization - etl - statistics - numpy nice to have reporting, presentation. location hybrid. python, machine learning, sql, power bi, data visualization, etl, statistics, numpy, tableau, pandas, teamwork"
JOB_0078,"Job Offer: intermediate position in data. We are looking for a candidate with the following requirements:
- numpy
- data visualization
- pandas
- power bi
- statistics
- machine learning
- tableau
- etl
Nice to have: reporting, presentation. Location: Hybrid.","numpy, data visualization, pandas, power bi, statistics, machine learning, tableau, etl, problem solving",intermediate,data,"job offer intermediate position in data. we are looking for a candidate with the following requirements - numpy - data visualization - pandas - power bi - statistics - machine learning - tableau - etl nice to have reporting, presentation. location hybrid. numpy, data visualization, pandas, power bi, statistics, machine learning, tableau, etl, problem solving"
JOB_0079,"Job Offer: intermediate position in data. We are looking for a candidate with the following requirements:
- machine learning
- python
- pandas
- data visualization
- statistics
- power bi
- numpy
- etl
Nice to have: reporting, presentation. Location: Hybrid.","machine learning, python, pandas, data visualization, statistics, power bi, numpy, etl, problem solving",intermediate,data,"job offer intermediate position in data. we are looking for a candidate with the following requirements - machine learning - python - pandas - data visualization - statistics - power bi - numpy - etl nice to have reporting, presentation. location hybrid. machine learning, python, pandas, data visualization, statistics, power bi, numpy, etl, problem solving"
JOB_0080,"Job Offer: junior position in management. We are looking for a candidate with the following requirements:
- project management
- leadership
- planning
- agile
- stakeholder management
- communication
- presentation
Nice to have: reporting, presentation. Location: Hybrid.","project management, leadership, planning, agile, stakeholder management, communication, presentation",junior,management,"job offer junior position in management. we are looking for a candidate with the following requirements - project management - leadership - planning - agile - stakeholder management - communication - presentation nice to have reporting, presentation. location hybrid. project management, leadership, planning, agile, stakeholder management, communication, presentation"
JOB_0081,"Job Offer: junior position in data. We are looking for a candidate with the following requirements:
- sql
- power bi
- statistics
- etl
- data visualization
- machine learning
- teamwork
- communication
Nice to have: reporting, presentation. Location: Hybrid.","sql, power bi, statistics, etl, data visualization, machine learning, teamwork, communication",junior,data,"job offer junior position in data. we are looking for a candidate with the following requirements - sql - power bi - statistics - etl - data visualization - machine learning - teamwork - communication nice to have reporting, presentation. location hybrid. sql, power bi, statistics, etl, data visualization, machine learning, teamwork, communication"
JOB_0082,"Job Offer: senior position in design. We are looking for a candidate with the following requirements:
- ui design
- ux research
- typography
- wireframing
- design systems
- adobe illustrator
- figma
- adobe photoshop
Nice to have: reporting, presentation. Location: Hybrid.","ui design, ux research, typography, wireframing, design systems, adobe illustrator, figma, adobe photoshop, teamwork",senior,design,"job offer senior position in design. we are looking for a candidate with the following requirements - ui design - ux research - typography - wireframing - design systems - adobe illustrator - figma - adobe photoshop nice to have reporting, presentation. location hybrid. ui design, ux research, typography, wireframing, design systems, adobe illustrator, figma, adobe photoshop, teamwork"
JOB_0083,"Job Offer: junior position in design. We are looking for a candidate with the following requirements:
- figma
- ui design
- ux research
- adobe photoshop
- design systems
- wireframing
- communication
Nice to have: reporting, presentation. Location: Hybrid.","figma, ui design, ux research, adobe photoshop, design systems, wireframing, communication",junior,design,"job offer junior position in design. we are looking for a candidate with the following requirements - figma - ui design - ux research - adobe photoshop - design systems - wireframing - communication nice to have reporting, presentation. location hybrid. figma, ui design, ux research, adobe photoshop, design systems, wireframing, communication"
JOB_0084,"Job Offer: intermediate position in data. We are looking for a candidate with the following requirements:
- etl
- machine learning
- numpy
- data visualization
- python
- sql
- pandas
- statistics
Nice to have: reporting, presentation. Location: Hybrid.","etl, machine learning, numpy, data visualization, python, sql, pandas, statistics, presentation",intermediate,data,"job offer intermediate position in data. we are looking for a candidate with the following requirements - etl - machine learning - numpy - data visualization - python - sql - pandas - statistics nice to have reporting, presentation. location hybrid. etl, machine learning, numpy, data visualization, python, sql, pandas, statistics, presentation"
JOB_0085,"Job Offer: junior position in marketing. We are looking for a candidate with the following requirements:
- seo
- branding
- google analytics
- content marketing
- email marketing
- social media
- teamwork
- problem solving
Nice to have: reporting, presentation. Location: Hybrid.","seo, branding, google analytics, content marketing, email marketing, social media, teamwork, problem solving",junior,marketing,"job offer junior position in marketing. we are looking for a candidate with the following requirements - seo - branding - google analytics - content marketing - email marketing - social media - teamwork - problem solving nice to have reporting, presentation. location hybrid. seo, branding, google analytics, content marketing, email marketing, social media, teamwork, problem solving"
JOB_0086,"Job Offer: intermediate position in marketing. We are looking for a candidate with the following requirements:
- crm
- email marketing
- social media
- content marketing
- seo
- google analytics
- copywriting
- branding
Nice to have: reporting, presentation. Location: Hybrid.","crm, email marketing, social media, content marketing, seo, google analytics, copywriting, branding, problem solving",intermediate,marketing,"job offer intermediate position in marketing. we are looking for a candidate with the following requirements - crm - email marketing - social media - content marketing - seo - google analytics - copywriting - branding nice to have reporting, presentation. location hybrid. crm, email marketing, social media, content marketing, seo, google analytics, copywriting, branding, problem solving"
JOB_0087,"Job Offer: intermediate position in data. We are looking for a candidate with the following requirements:
- etl
- power bi
- pandas
- tableau
- numpy
- statistics
- sql
- machine learning
Nice to have: reporting, presentation. Location: Hybrid.","etl, power bi, pandas, tableau, numpy, statistics, sql, machine learning, reporting",intermediate,data,"job offer intermediate position in data. we are looking for a candidate with the following requirements - etl - power bi - pandas - tableau - numpy - statistics - sql - machine learning nice to have reporting, presentation. location hybrid. etl, power bi, pandas, tableau, numpy, statistics, sql, machine learning, reporting"
JOB_0088,"Job Offer: junior position in cybersecurity. We are looking for a candidate with the following requirements:
- risk assessment
- siem
- penetration testing
- cryptography
- linux
- network security
- english
Nice to have: reporting, presentation. Location: Hybrid.","risk assessment, siem, penetration testing, cryptography, linux, network security, english",junior,cybersecurity,"job offer junior position in cybersecurity. we are looking for a candidate with the following requirements - risk assessment - siem - penetration testing - cryptography - linux - network security - english nice to have reporting, presentation. location hybrid. risk assessment, siem, penetration testing, cryptography, linux, network security, english"
JOB_0089,"Job Offer: intermediate position in cybersecurity. We are looking for a candidate with the following requirements:
- cryptography
- incident response
- network security
- penetration testing
- firewalls
- siem
- risk assessment
- linux
Nice to have: reporting, presentation. Location: Hybrid.","cryptography, incident response, network security, penetration testing, firewalls, siem, risk assessment, linux, reporting, teamwork",intermediate,cybersecurity,"job offer intermediate position in cybersecurity. we are looking for a candidate with the following requirements - cryptography - incident response - network security - penetration testing - firewalls - siem - risk assessment - linux nice to have reporting, presentation. location hybrid. cryptography, incident response, network security, penetration testing, firewalls, siem, risk assessment, linux, reporting, teamwork"
