cv_id,text,skills,level,profile_type,domain
CV_0084,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- financial modeling
- risk analysis
- forecasting
- business intelligence
- excel
- accounting
- english
- communication
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","financial modeling, risk analysis, forecasting, business intelligence, excel, accounting, english, communication",junior,specialized,finance
CV_0085,"CV Profile: senior candidate in data. Experience with relevant tools and projects. Skills:
- tableau
- ui design
- statistics
- financial modeling
- numpy
- power bi
- etl
- sql
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","tableau, ui design, statistics, financial modeling, numpy, power bi, etl, sql, pandas, risk analysis, accounting, business intelligence, english, reporting, problem solving",senior,polyvalent,data
CV_0086,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- financial modeling
- sql
- powerpoint
- forecasting
- business intelligence
- risk analysis
- accounting
- excel
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","financial modeling, sql, powerpoint, forecasting, business intelligence, risk analysis, accounting, excel, problem solving, english",intermediate,specialized,finance
CV_0087,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- sql
- accounting
- powerpoint
- business intelligence
- forecasting
- excel
- communication
- presentation
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","sql, accounting, powerpoint, business intelligence, forecasting, excel, communication, presentation",junior,specialized,finance
CV_0088,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- planning
- budgeting
- agile
- communication
- project management
- scrum
- presentation
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","planning, budgeting, agile, communication, project management, scrum, presentation",junior,specialized,management
CV_0089,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- agile
- communication
- project management
- figma
- planning
- python
- stakeholder management
- typography
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","agile, communication, project management, figma, planning, python, stakeholder management, typography, presentation, english",junior,polyvalent,finance
CV_0090,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- testing
- rest api
- java
- microservices
- javascript
- docker
- linux
- git
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","testing, rest api, java, microservices, javascript, docker, linux, git, reporting",intermediate,specialized,software
CV_0091,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- ux research
- design systems
- adobe illustrator
- wireframing
- adobe photoshop
- ui design
- figma
- typography
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","ux research, design systems, adobe illustrator, wireframing, adobe photoshop, ui design, figma, typography, reporting",intermediate,specialized,design
CV_0092,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- figma
- design systems
- adobe illustrator
- adobe photoshop
- ui design
- typography
- english
- problem solving
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","figma, design systems, adobe illustrator, adobe photoshop, ui design, typography, english, problem solving",junior,specialized,design
CV_0093,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- microservices
- statistics
- docker
- java
- numpy
- data visualization
- testing
- pandas
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","microservices, statistics, docker, java, numpy, data visualization, testing, pandas, english, problem solving, teamwork",junior,polyvalent,software
CV_0094,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- agile
- scrum
- planning
- communication
- stakeholder management
- budgeting
- leadership
- project management
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","agile, scrum, planning, communication, stakeholder management, budgeting, leadership, project management, english",intermediate,specialized,management
CV_0095,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- social media
- email marketing
- content marketing
- google analytics
- copywriting
- crm
- communication
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","social media, email marketing, content marketing, google analytics, copywriting, crm, communication",junior,specialized,marketing
CV_0096,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- sql
- forecasting
- powerpoint
- financial modeling
- accounting
- excel
- business intelligence
- risk analysis
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","sql, forecasting, powerpoint, financial modeling, accounting, excel, business intelligence, risk analysis, communication, english",intermediate,specialized,finance
CV_0097,"CV Profile: senior candidate in data. Experience with relevant tools and projects. Skills:
- tableau
- data visualization
- power bi
- machine learning
- python
- statistics
- numpy
- sql
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","tableau, data visualization, power bi, machine learning, python, statistics, numpy, sql, pandas, etl, communication, english",senior,specialized,data
CV_0098,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- budgeting
- communication
- project management
- stakeholder management
- scrum
- leadership
- teamwork
- problem solving
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","budgeting, communication, project management, stakeholder management, scrum, leadership, teamwork, problem solving",junior,specialized,management
CV_0099,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- agile
- communication
- budgeting
- leadership
- scrum
- planning
- teamwork
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","agile, communication, budgeting, leadership, scrum, planning, teamwork",junior,specialized,management
CV_0100,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- tableau
- machine learning
- sql
- etl
- numpy
- statistics
- reporting
- presentation
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","tableau, machine learning, sql, etl, numpy, statistics, reporting, presentation",junior,specialized,data
CV_0101,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- scrum
- ui design
- cryptography
- stakeholder management
- ux research
- siem
- agile
- firewalls
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","scrum, ui design, cryptography, stakeholder management, ux research, siem, agile, firewalls, adobe illustrator, risk assessment, problem solving, english",intermediate,polyvalent,finance
CV_0102,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- forecasting
- excel
- powerpoint
- sql
- risk analysis
- financial modeling
- english
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","forecasting, excel, powerpoint, sql, risk analysis, financial modeling, english",junior,specialized,finance
CV_0103,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- leadership
- communication
- agile
- project management
- stakeholder management
- budgeting
- planning
- scrum
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","leadership, communication, agile, project management, stakeholder management, budgeting, planning, scrum",intermediate,specialized,management
CV_0104,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- stakeholder management
- agile
- risk assessment
- linux
- cryptography
- scrum
- penetration testing
- firewalls
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","stakeholder management, agile, risk assessment, linux, cryptography, scrum, penetration testing, firewalls, communication, planning, reporting, english",intermediate,polyvalent,software
CV_0105,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- statistics
- sql
- etl
- power bi
- risk assessment
- linux
- cryptography
- network security
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","statistics, sql, etl, power bi, risk assessment, linux, cryptography, network security, problem solving, reporting",junior,polyvalent,cybersecurity
CV_0106,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- accounting
- powerpoint
- sql
- forecasting
- excel
- business intelligence
- financial modeling
- risk analysis
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","accounting, powerpoint, sql, forecasting, excel, business intelligence, financial modeling, risk analysis, problem solving",intermediate,specialized,finance
CV_0107,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- risk assessment
- linux
- firewalls
- cryptography
- penetration testing
- network security
- communication
- reporting
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","risk assessment, linux, firewalls, cryptography, penetration testing, network security, communication, reporting",junior,specialized,cybersecurity
CV_0108,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- network security
- cryptography
- wireframing
- adobe illustrator
- siem
- linux
- risk assessment
- ui design
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","network security, cryptography, wireframing, adobe illustrator, siem, linux, risk assessment, ui design, incident response, figma, problem solving, teamwork, english",intermediate,polyvalent,management
CV_0109,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- content marketing
- leadership
- google analytics
- java
- crm
- python
- rest api
- communication
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","content marketing, leadership, google analytics, java, crm, python, rest api, communication, english, reporting, presentation",junior,polyvalent,marketing
CV_0110,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- budgeting
- communication
- planning
- agile
- stakeholder management
- penetration testing
- linux
- project management
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","budgeting, communication, planning, agile, stakeholder management, penetration testing, linux, project management, cryptography, firewalls, problem solving, english",intermediate,polyvalent,software
CV_0111,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- social media
- email marketing
- branding
- google analytics
- seo
- content marketing
- english
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","social media, email marketing, branding, google analytics, seo, content marketing, english",junior,specialized,marketing
CV_0112,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- content marketing
- google analytics
- branding
- seo
- email marketing
- copywriting
- teamwork
- presentation
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","content marketing, google analytics, branding, seo, email marketing, copywriting, teamwork, presentation",junior,specialized,marketing
CV_0113,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- project management
- agile
- planning
- figma
- typography
- scrum
- design systems
- adobe illustrator
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","project management, agile, planning, figma, typography, scrum, design systems, adobe illustrator, reporting, presentation",junior,polyvalent,data
CV_0114,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- numpy
- data visualization
- python
- power bi
- tableau
- etl
- risk assessment
- penetration testing
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","numpy, data visualization, python, power bi, tableau, etl, risk assessment, penetration testing, english, reporting",junior,polyvalent,marketing
CV_0115,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- social media
- crm
- content marketing
- google analytics
- branding
- seo
- teamwork
- reporting
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","social media, crm, content marketing, google analytics, branding, seo, teamwork, reporting",junior,specialized,marketing
CV_0116,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- data visualization
- social media
- python
- design systems
- figma
- ui design
- machine learning
- power bi
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","data visualization, social media, python, design systems, figma, ui design, machine learning, power bi, problem solving, communication, presentation",junior,polyvalent,finance
CV_0117,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- agile
- budgeting
- communication
- scrum
- leadership
- project management
- reporting
- problem solving
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","agile, budgeting, communication, scrum, leadership, project management, reporting, problem solving",junior,specialized,management
CV_0118,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- financial modeling
- microservices
- docker
- sql
- powerpoint
- excel
- testing
- wireframing
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","financial modeling, microservices, docker, sql, powerpoint, excel, testing, wireframing, cloud, forecasting, problem solving, presentation",intermediate,polyvalent,management
CV_0119,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- numpy
- java
- machine learning
- incident response
- siem
- testing
- docker
- tableau
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","numpy, java, machine learning, incident response, siem, testing, docker, tableau, english, presentation, reporting",junior,polyvalent,marketing
CV_0120,"CV Profile: senior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- risk assessment
- siem
- penetration testing
- firewalls
- network security
- cryptography
- linux
- incident response
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","risk assessment, siem, penetration testing, firewalls, network security, cryptography, linux, incident response, reporting, teamwork",senior,specialized,cybersecurity
CV_0121,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- crm
- branding
- google analytics
- email marketing
- social media
- copywriting
- teamwork
- english
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","crm, branding, google analytics, email marketing, social media, copywriting, teamwork, english",junior,specialized,marketing
CV_0122,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- business intelligence
- excel
- cryptography
- financial modeling
- powerpoint
- branding
- penetration testing
- social media
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","business intelligence, excel, cryptography, financial modeling, powerpoint, branding, penetration testing, social media, teamwork, reporting",junior,polyvalent,cybersecurity
CV_0123,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- ui design
- design systems
- adobe illustrator
- ux research
- adobe photoshop
- wireframing
- figma
- typography
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","ui design, design systems, adobe illustrator, ux research, adobe photoshop, wireframing, figma, typography, problem solving, presentation",intermediate,specialized,design
CV_0124,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- powerpoint
- risk analysis
- accounting
- business intelligence
- financial modeling
- excel
- forecasting
- sql
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","powerpoint, risk analysis, accounting, business intelligence, financial modeling, excel, forecasting, sql, reporting, english",intermediate,specialized,finance
CV_0125,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- incident response
- python
- google analytics
- git
- microservices
- cryptography
- copywriting
- email marketing
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","incident response, python, google analytics, git, microservices, cryptography, copywriting, email marketing, communication, problem solving, reporting",junior,polyvalent,marketing
CV_0126,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- adobe photoshop
- wireframing
- ui design
- adobe illustrator
- ux research
- typography
- communication
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","adobe photoshop, wireframing, ui design, adobe illustrator, ux research, typography, communication",junior,specialized,design
CV_0127,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- linux
- python
- rest api
- docker
- microservices
- javascript
- git
- cloud
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","linux, python, rest api, docker, microservices, javascript, git, cloud, reporting",intermediate,specialized,software
CV_0128,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- etl
- power bi
- data visualization
- tableau
- statistics
- pandas
- teamwork
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","etl, power bi, data visualization, tableau, statistics, pandas, teamwork",junior,specialized,data
CV_0129,"CV Profile: intermediate candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- cryptography
- linux
- penetration testing
- risk assessment
- firewalls
- network security
- incident response
- siem
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","cryptography, linux, penetration testing, risk assessment, firewalls, network security, incident response, siem, reporting",intermediate,specialized,cybersecurity
CV_0130,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- git
- rest api
- docker
- microservices
- python
- javascript
- presentation
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","git, rest api, docker, microservices, python, javascript, presentation",junior,specialized,software
CV_0131,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- content marketing
- copywriting
- crm
- branding
- email marketing
- seo
- reporting
- communication
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","content marketing, copywriting, crm, branding, email marketing, seo, reporting, communication",junior,specialized,marketing
CV_0132,"CV Profile: senior candidate in management. Experience with relevant tools and projects. Skills:
- communication
- planning
- agile
- leadership
- stakeholder management
- scrum
- project management
- budgeting
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","communication, planning, agile, leadership, stakeholder management, scrum, project management, budgeting, presentation, problem solving",senior,specialized,management
CV_0133,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- tableau
- machine learning
- etl
- risk assessment
- forecasting
- penetration testing
- sql
- risk analysis
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","tableau, machine learning, etl, risk assessment, forecasting, penetration testing, sql, risk analysis, reporting, teamwork, problem solving",junior,polyvalent,finance
CV_0134,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- penetration testing
- network security
- cryptography
- java
- testing
- forecasting
- sql
- accounting
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","penetration testing, network security, cryptography, java, testing, forecasting, sql, accounting, cloud, incident response, communication, presentation",intermediate,polyvalent,management
CV_0135,"CV Profile: senior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- penetration testing
- linux
- java
- microservices
- git
- communication
- python
- stakeholder management
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","penetration testing, linux, java, microservices, git, communication, python, stakeholder management, network security, siem, agile, firewalls, english, reporting",senior,polyvalent,cybersecurity
CV_0136,"CV Profile: senior candidate in finance. Experience with relevant tools and projects. Skills:
- powerpoint
- excel
- sql
- accounting
- risk analysis
- forecasting
- financial modeling
- business intelligence
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","powerpoint, excel, sql, accounting, risk analysis, forecasting, financial modeling, business intelligence, communication",senior,specialized,finance
CV_0137,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- powerpoint
- sql
- risk analysis
- accounting
- excel
- financial modeling
- reporting
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","powerpoint, sql, risk analysis, accounting, excel, financial modeling, reporting",junior,specialized,finance
CV_0138,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- content marketing
- social media
- copywriting
- email marketing
- google analytics
- crm
- teamwork
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","content marketing, social media, copywriting, email marketing, google analytics, crm, teamwork",junior,specialized,marketing
CV_0139,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- google analytics
- javascript
- risk assessment
- branding
- incident response
- docker
- linux
- network security
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","google analytics, javascript, risk assessment, branding, incident response, docker, linux, network security, presentation, problem solving",junior,polyvalent,data
CV_0140,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- scrum
- leadership
- communication
- budgeting
- agile
- stakeholder management
- reporting
- problem solving
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","scrum, leadership, communication, budgeting, agile, stakeholder management, reporting, problem solving",junior,specialized,management
CV_0141,"CV Profile: intermediate candidate in marketing. Experience with relevant tools and projects. Skills:
- copywriting
- social media
- seo
- google analytics
- branding
- email marketing
- crm
- content marketing
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","copywriting, social media, seo, google analytics, branding, email marketing, crm, content marketing, presentation, communication",intermediate,specialized,marketing
CV_0142,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- python
- statistics
- power bi
- adobe illustrator
- sql
- pandas
- design systems
- figma
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","python, statistics, power bi, adobe illustrator, sql, pandas, design systems, figma, teamwork, communication",junior,polyvalent,marketing
CV_0143,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- risk analysis
- business intelligence
- forecasting
- powerpoint
- sql
- accounting
- presentation
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","risk analysis, business intelligence, forecasting, powerpoint, sql, accounting, presentation",junior,specialized,finance
CV_0144,"CV Profile: intermediate candidate in software. Experience with relevant tools and projects. Skills:
- linux
- testing
- microservices
- javascript
- java
- git
- cloud
- docker
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","linux, testing, microservices, javascript, java, git, cloud, docker, presentation, problem solving",intermediate,specialized,software
CV_0145,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- seo
- social media
- incident response
- google analytics
- python
- siem
- crm
- java
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","seo, social media, incident response, google analytics, python, siem, crm, java, problem solving, communication, english",junior,polyvalent,marketing
CV_0146,"CV Profile: intermediate candidate in finance. Experience with relevant tools and projects. Skills:
- etl
- network security
- sql
- linux
- data visualization
- power bi
- statistics
- python
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","etl, network security, sql, linux, data visualization, power bi, statistics, python, machine learning, penetration testing, reporting, problem solving, teamwork",intermediate,polyvalent,finance
CV_0147,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- statistics
- python
- tableau
- numpy
- sql
- power bi
- pandas
- data visualization
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","statistics, python, tableau, numpy, sql, power bi, pandas, data visualization, presentation, english",intermediate,specialized,data
CV_0148,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- power bi
- machine learning
- data visualization
- numpy
- statistics
- etl
- sql
- pandas
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","power bi, machine learning, data visualization, numpy, statistics, etl, sql, pandas, problem solving, communication",intermediate,specialized,data
CV_0149,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- project management
- agile
- stakeholder management
- budgeting
- leadership
- communication
- teamwork
- problem solving
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","project management, agile, stakeholder management, budgeting, leadership, communication, teamwork, problem solving",junior,specialized,management
CV_0150,"CV Profile: junior candidate in data. Experience with relevant tools and projects. Skills:
- sql
- numpy
- pandas
- statistics
- power bi
- etl
- teamwork
- reporting
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","sql, numpy, pandas, statistics, power bi, etl, teamwork, reporting",junior,specialized,data
CV_0151,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- cloud
- risk analysis
- sql
- typography
- design systems
- accounting
- testing
- forecasting
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","cloud, risk analysis, sql, typography, design systems, accounting, testing, forecasting, teamwork, reporting",junior,polyvalent,finance
CV_0152,"CV Profile: intermediate candidate in management. Experience with relevant tools and projects. Skills:
- budgeting
- communication
- scrum
- project management
- stakeholder management
- planning
- leadership
- agile
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","budgeting, communication, scrum, project management, stakeholder management, planning, leadership, agile, english",intermediate,specialized,management
CV_0153,"CV Profile: senior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- firewalls
- linux
- incident response
- siem
- penetration testing
- risk assessment
- network security
- cryptography
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","firewalls, linux, incident response, siem, penetration testing, risk assessment, network security, cryptography, presentation, teamwork",senior,specialized,cybersecurity
CV_0154,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- machine learning
- data visualization
- pandas
- numpy
- python
- tableau
- etl
- statistics
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","machine learning, data visualization, pandas, numpy, python, tableau, etl, statistics, teamwork",intermediate,specialized,data
CV_0155,"CV Profile: junior candidate in software. Experience with relevant tools and projects. Skills:
- cloud
- rest api
- microservices
- testing
- docker
- git
- teamwork
Education: Bachelor's / Master's related to software. Soft skills: communication, teamwork.","cloud, rest api, microservices, testing, docker, git, teamwork",junior,specialized,software
CV_0156,"CV Profile: intermediate candidate in design. Experience with relevant tools and projects. Skills:
- copywriting
- email marketing
- content marketing
- seo
- forecasting
- financial modeling
- risk analysis
- crm
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","copywriting, email marketing, content marketing, seo, forecasting, financial modeling, risk analysis, crm, google analytics, business intelligence, reporting, english, communication",intermediate,polyvalent,design
CV_0157,"CV Profile: junior candidate in design. Experience with relevant tools and projects. Skills:
- ui design
- adobe photoshop
- typography
- figma
- adobe illustrator
- wireframing
- english
- reporting
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","ui design, adobe photoshop, typography, figma, adobe illustrator, wireframing, english, reporting",junior,specialized,design
CV_0158,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- risk analysis
- design systems
- wireframing
- pandas
- statistics
- machine learning
- powerpoint
- figma
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","risk analysis, design systems, wireframing, pandas, statistics, machine learning, powerpoint, figma, business intelligence, power bi, english, communication",intermediate,polyvalent,data
CV_0159,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- powerpoint
- financial modeling
- excel
- network security
- typography
- adobe illustrator
- cryptography
- wireframing
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","powerpoint, financial modeling, excel, network security, typography, adobe illustrator, cryptography, wireframing, reporting, teamwork, presentation",junior,polyvalent,cybersecurity
CV_0160,"CV Profile: junior candidate in management. Experience with relevant tools and projects. Skills:
- communication
- stakeholder management
- planning
- leadership
- budgeting
- scrum
- teamwork
- presentation
Education: Bachelor's / Master's related to management. Soft skills: communication, teamwork.","communication, stakeholder management, planning, leadership, budgeting, scrum, teamwork, presentation",junior,specialized,management
CV_0161,"CV Profile: junior candidate in finance. Experience with relevant tools and projects. Skills:
- financial modeling
- excel
- powerpoint
- risk analysis
- sql
- forecasting
- communication
Education: Bachelor's / Master's related to finance. Soft skills: communication, teamwork.","financial modeling, excel, powerpoint, risk analysis, sql, forecasting, communication",junior,specialized,finance
CV_0162,"CV Profile: intermediate candidate in data. Experience with relevant tools and projects. Skills:
- python
- statistics
- tableau
- power bi
- data visualization
- sql
- pandas
- etl
Education: Bachelor's / Master's related to data. Soft skills: communication, teamwork.","python, statistics, tableau, power bi, data visualization, sql, pandas, etl, reporting",intermediate,specialized,data
CV_0163,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- content marketing
- siem
- email marketing
- risk assessment
- social media
- stakeholder management
- project management
- seo
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","content marketing, siem, email marketing, risk assessment, social media, stakeholder management, project management, seo, reporting, presentation",junior,polyvalent,cybersecurity
CV_0164,"CV Profile: senior candidate in design. Experience with relevant tools and projects. Skills:
- wireframing
- adobe photoshop
- typography
- figma
- ux research
- adobe illustrator
- ui design
- design systems
Education: Bachelor's / Master's related to design. Soft skills: communication, teamwork.","wireframing, adobe photoshop, typography, figma, ux research, adobe illustrator, ui design, design systems, english, teamwork",senior,specialized,design
CV_0165,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- incident response
- scrum
- stakeholder management
- docker
- risk assessment
- leadership
- network security
- javascript
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","incident response, scrum, stakeholder management, docker, risk assessment, leadership, network security, javascript, english, teamwork",junior,polyvalent,cybersecurity
CV_0166,"CV Profile: junior candidate in cybersecurity. Experience with relevant tools and projects. Skills:
- risk assessment
- firewalls
- siem
- network security
- linux
- penetration testing
- english
- reporting
Education: Bachelor's / Master's related to cybersecurity. Soft skills: communication, teamwork.","risk assessment, firewalls, siem, network security, linux, penetration testing, english, reporting",junior,specialized,cybersecurity
CV_0167,"CV Profile: junior candidate in marketing. Experience with relevant tools and projects. Skills:
- social media
- branding
- content marketing
- google analytics
- copywriting
- seo
- teamwork
Education: Bachelor's / Master's related to marketing. Soft skills: communication, teamwork.","social media, branding, content marketing, google analytics, copywriting, seo, teamwork",junior,specialized,marketing
