cv_id,clean_text,level,profile_type,domain,skills_norm_str,community_id
CV_0105,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills statistics sql etl power bi risk assessment linux cryptography network security education bachelors masters related to cybersecurity soft skills communication teamwork,junior,polyvalent,cybersecurity,"statistics, sql, etl, power bi, risk assessment, linux, cryptography, network security, problem solving, reporting",5
CV_0106,cv profile intermediate candidate in finance experience with relevant tools and projects skills accounting powerpoint sql forecasting excel business intelligence financial modeling risk analysis education bachelors masters related to finance soft skills communication teamwork,intermediate,specialized,finance,"accounting, powerpoint, sql, forecasting, excel, business intelligence, financial modeling, risk analysis, problem solving",5
CV_0107,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills risk assessment linux firewalls cryptography penetration testing network security communication reporting education bachelors masters related to cybersecurity soft skills communication teamwork,junior,specialized,cybersecurity,"risk assessment, linux, firewalls, cryptography, penetration testing, network security, communication, reporting",5
CV_0108,cv profile intermediate candidate in management experience with relevant tools and projects skills network security cryptography wireframing adobe illustrator siem linux risk assessment ui design education bachelors masters related to management soft skills communication teamwork,intermediate,polyvalent,management,"network security, cryptography, wireframing, adobe illustrator, siem, linux, risk assessment, ui design, incident response, figma, problem solving, teamwork, english",5
CV_0109,cv profile junior candidate in marketing experience with relevant tools and projects skills content marketing leadership google analytics java crm python rest api communication education bachelors masters related to marketing soft skills communication teamwork,junior,polyvalent,marketing,"content marketing, leadership, google analytics, java, crm, python, rest api, communication, english, reporting, presentation",1
CV_0110,cv profile intermediate candidate in software experience with relevant tools and projects skills budgeting communication planning agile stakeholder management penetration testing linux project management education bachelors masters related to software soft skills communication teamwork,intermediate,polyvalent,software,"budgeting, communication, planning, agile, stakeholder management, penetration testing, linux, project management, cryptography, firewalls, problem solving, english",5
CV_0111,cv profile junior candidate in marketing experience with relevant tools and projects skills social media email marketing branding google analytics seo content marketing english education bachelors masters related to marketing soft skills communication teamwork,junior,specialized,marketing,"social media, email marketing, branding, google analytics, seo, content marketing, english",0
CV_0112,cv profile junior candidate in marketing experience with relevant tools and projects skills content marketing google analytics branding seo email marketing copywriting teamwork presentation education bachelors masters related to marketing soft skills communication teamwork,junior,specialized,marketing,"content marketing, google analytics, branding, seo, email marketing, copywriting, teamwork, presentation",0
CV_0113,cv profile junior candidate in data experience with relevant tools and projects skills project management agile planning figma typography scrum design systems adobe illustrator education bachelors masters related to data soft skills communication teamwork,junior,polyvalent,data,"project management, agile, planning, figma, typography, scrum, design systems, adobe illustrator, reporting, presentation",2
CV_0114,cv profile junior candidate in marketing experience with relevant tools and projects skills numpy data visualization python power bi tableau etl risk assessment penetration testing education bachelors masters related to marketing soft skills communication teamwork,junior,polyvalent,marketing,"numpy, data visualization, python, power bi, tableau, etl, risk assessment, penetration testing, english, reporting",3
CV_0115,cv profile junior candidate in marketing experience with relevant tools and projects skills social media crm content marketing google analytics branding seo teamwork reporting education bachelors masters related to marketing soft skills communication teamwork,junior,specialized,marketing,"social media, crm, content marketing, google analytics, branding, seo, teamwork, reporting",0
CV_0116,cv profile junior candidate in finance experience with relevant tools and projects skills data visualization social media python design systems figma ui design machine learning power bi education bachelors masters related to finance soft skills communication teamwork,junior,polyvalent,finance,"data visualization, social media, python, design systems, figma, ui design, machine learning, power bi, problem solving, communication, presentation",2
CV_0117,cv profile junior candidate in management experience with relevant tools and projects skills agile budgeting communication scrum leadership project management reporting problem solving education bachelors masters related to management soft skills communication teamwork,junior,specialized,management,"agile, budgeting, communication, scrum, leadership, project management, reporting, problem solving",5
CV_0118,cv profile intermediate candidate in management experience with relevant tools and projects skills financial modeling microservices docker sql powerpoint excel testing wireframing education bachelors masters related to management soft skills communication teamwork,intermediate,polyvalent,management,"financial modeling, microservices, docker, sql, powerpoint, excel, testing, wireframing, cloud, forecasting, problem solving, presentation",1
CV_0119,cv profile junior candidate in marketing experience with relevant tools and projects skills numpy java machine learning incident response siem testing docker tableau education bachelors masters related to marketing soft skills communication teamwork,junior,polyvalent,marketing,"numpy, java, machine learning, incident response, siem, testing, docker, tableau, english, presentation, reporting",5
CV_0120,cv profile senior candidate in cybersecurity experience with relevant tools and projects skills risk assessment siem penetration testing firewalls network security cryptography linux incident response education bachelors masters related to cybersecurity soft skills communication teamwork,senior,specialized,cybersecurity,"risk assessment, siem, penetration testing, firewalls, network security, cryptography, linux, incident response, reporting, teamwork",5
CV_0121,cv profile junior candidate in marketing experience with relevant tools and projects skills crm branding google analytics email marketing social media copywriting teamwork english education bachelors masters related to marketing soft skills communication teamwork,junior,specialized,marketing,"crm, branding, google analytics, email marketing, social media, copywriting, teamwork, english",0
CV_0122,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills business intelligence excel cryptography financial modeling powerpoint branding penetration testing social media education bachelors masters related to cybersecurity soft skills communication teamwork,junior,polyvalent,cybersecurity,"business intelligence, excel, cryptography, financial modeling, powerpoint, branding, penetration testing, social media, teamwork, reporting",5
CV_0123,cv profile intermediate candidate in design experience with relevant tools and projects skills ui design design systems adobe illustrator ux research adobe photoshop wireframing figma typography education bachelors masters related to design soft skills communication teamwork,intermediate,specialized,design,"ui design, design systems, adobe illustrator, ux research, adobe photoshop, wireframing, figma, typography, problem solving, presentation",3
CV_0124,cv profile intermediate candidate in finance experience with relevant tools and projects skills powerpoint risk analysis accounting business intelligence financial modeling excel forecasting sql education bachelors masters related to finance soft skills communication teamwork,intermediate,specialized,finance,"powerpoint, risk analysis, accounting, business intelligence, financial modeling, excel, forecasting, sql, reporting, english",4
CV_0125,cv profile junior candidate in marketing experience with relevant tools and projects skills incident response python google analytics git microservices cryptography copywriting email marketing education bachelors masters related to marketing soft skills communication teamwork,junior,polyvalent,marketing,"incident response, python, google analytics, git, microservices, cryptography, copywriting, email marketing, communication, problem solving, reporting",1
CV_0126,cv profile junior candidate in design experience with relevant tools and projects skills adobe photoshop wireframing ui design adobe illustrator ux research typography communication education bachelors masters related to design soft skills communication teamwork,junior,specialized,design,"adobe photoshop, wireframing, ui design, adobe illustrator, ux research, typography, communication",2
CV_0127,cv profile intermediate candidate in software experience with relevant tools and projects skills linux python rest api docker microservices javascript git cloud education bachelors masters related to software soft skills communication teamwork,intermediate,specialized,software,"linux, python, rest api, docker, microservices, javascript, git, cloud, reporting",1
CV_0128,cv profile junior candidate in data experience with relevant tools and projects skills etl power bi data visualization tableau statistics pandas teamwork education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"etl, power bi, data visualization, tableau, statistics, pandas, teamwork",3
CV_0129,cv profile intermediate candidate in cybersecurity experience with relevant tools and projects skills cryptography linux penetration testing risk assessment firewalls network security incident response siem education bachelors masters related to cybersecurity soft skills communication teamwork,intermediate,specialized,cybersecurity,"cryptography, linux, penetration testing, risk assessment, firewalls, network security, incident response, siem, reporting",5
CV_0130,cv profile junior candidate in software experience with relevant tools and projects skills git rest api docker microservices python javascript presentation education bachelors masters related to software soft skills communication teamwork,junior,specialized,software,"git, rest api, docker, microservices, python, javascript, presentation",6
CV_0131,cv profile junior candidate in marketing experience with relevant tools and projects skills content marketing copywriting crm branding email marketing seo reporting communication education bachelors masters related to marketing soft skills communication teamwork,junior,specialized,marketing,"content marketing, copywriting, crm, branding, email marketing, seo, reporting, communication",0
CV_0132,cv profile senior candidate in management experience with relevant tools and projects skills communication planning agile leadership stakeholder management scrum project management budgeting education bachelors masters related to management soft skills communication teamwork,senior,specialized,management,"communication, planning, agile, leadership, stakeholder management, scrum, project management, budgeting, presentation, problem solving",6
CV_0133,cv profile junior candidate in finance experience with relevant tools and projects skills tableau machine learning etl risk assessment forecasting penetration testing sql risk analysis education bachelors masters related to finance soft skills communication teamwork,junior,polyvalent,finance,"tableau, machine learning, etl, risk assessment, forecasting, penetration testing, sql, risk analysis, reporting, teamwork, problem solving",4
CV_0134,cv profile intermediate candidate in management experience with relevant tools and projects skills penetration testing network security cryptography java testing forecasting sql accounting education bachelors masters related to management soft skills communication teamwork,intermediate,polyvalent,management,"penetration testing, network security, cryptography, java, testing, forecasting, sql, accounting, cloud, incident response, communication, presentation",5
CV_0135,cv profile senior candidate in cybersecurity experience with relevant tools and projects skills penetration testing linux java microservices git communication python stakeholder management education bachelors masters related to cybersecurity soft skills communication teamwork,senior,polyvalent,cybersecurity,"penetration testing, linux, java, microservices, git, communication, python, stakeholder management, network security, siem, agile, firewalls, english, reporting",5
CV_0136,cv profile senior candidate in finance experience with relevant tools and projects skills powerpoint excel sql accounting risk analysis forecasting financial modeling business intelligence education bachelors masters related to finance soft skills communication teamwork,senior,specialized,finance,"powerpoint, excel, sql, accounting, risk analysis, forecasting, financial modeling, business intelligence, communication",3
CV_0137,cv profile junior candidate in finance experience with relevant tools and projects skills powerpoint sql risk analysis accounting excel financial modeling reporting education bachelors masters related to finance soft skills communication teamwork,junior,specialized,finance,"powerpoint, sql, risk analysis, accounting, excel, financial modeling, reporting",4
CV_0138,cv profile junior candidate in marketing experience with relevant tools and projects skills content marketing social media copywriting email marketing google analytics crm teamwork education bachelors masters related to marketing soft skills communication teamwork,junior,specialized,marketing,"content marketing, social media, copywriting, email marketing, google analytics, crm, teamwork",0
CV_0139,cv profile junior candidate in data experience with relevant tools and projects skills google analytics javascript risk assessment branding incident response docker linux network security education bachelors masters related to data soft skills communication teamwork,junior,polyvalent,data,"google analytics, javascript, risk assessment, branding, incident response, docker, linux, network security, presentation, problem solving",5
CV_0140,cv profile junior candidate in management experience with relevant tools and projects skills scrum leadership communication budgeting agile stakeholder management reporting problem solving education bachelors masters related to management soft skills communication teamwork,junior,specialized,management,"scrum, leadership, communication, budgeting, agile, stakeholder management, reporting, problem solving",6
CV_0141,cv profile intermediate candidate in marketing experience with relevant tools and projects skills copywriting social media seo google analytics branding email marketing crm content marketing education bachelors masters related to marketing soft skills communication teamwork,intermediate,specialized,marketing,"copywriting, social media, seo, google analytics, branding, email marketing, crm, content marketing, presentation, communication",0
CV_0142,cv profile junior candidate in marketing experience with relevant tools and projects skills python statistics power bi adobe illustrator sql pandas design systems figma education bachelors masters related to marketing soft skills communication teamwork,junior,polyvalent,marketing,"python, statistics, power bi, adobe illustrator, sql, pandas, design systems, figma, teamwork, communication",3
CV_0143,cv profile junior candidate in finance experience with relevant tools and projects skills risk analysis business intelligence forecasting powerpoint sql accounting presentation education bachelors masters related to finance soft skills communication teamwork,junior,specialized,finance,"risk analysis, business intelligence, forecasting, powerpoint, sql, accounting, presentation",4
CV_0144,cv profile intermediate candidate in software experience with relevant tools and projects skills linux testing microservices javascript java git cloud docker education bachelors masters related to software soft skills communication teamwork,intermediate,specialized,software,"linux, testing, microservices, javascript, java, git, cloud, docker, presentation, problem solving",5
CV_0145,cv profile junior candidate in marketing experience with relevant tools and projects skills seo social media incident response google analytics python siem crm java education bachelors masters related to marketing soft skills communication teamwork,junior,polyvalent,marketing,"seo, social media, incident response, google analytics, python, siem, crm, java, problem solving, communication, english",0
CV_0146,cv profile intermediate candidate in finance experience with relevant tools and projects skills etl network security sql linux data visualization power bi statistics python education bachelors masters related to finance soft skills communication teamwork,intermediate,polyvalent,finance,"etl, network security, sql, linux, data visualization, power bi, statistics, python, machine learning, penetration testing, reporting, problem solving, teamwork",3
CV_0147,cv profile intermediate candidate in data experience with relevant tools and projects skills statistics python tableau numpy sql power bi pandas data visualization education bachelors masters related to data soft skills communication teamwork,intermediate,specialized,data,"statistics, python, tableau, numpy, sql, power bi, pandas, data visualization, presentation, english",3
CV_0148,cv profile intermediate candidate in data experience with relevant tools and projects skills power bi machine learning data visualization numpy statistics etl sql pandas education bachelors masters related to data soft skills communication teamwork,intermediate,specialized,data,"power bi, machine learning, data visualization, numpy, statistics, etl, sql, pandas, problem solving, communication",3
CV_0149,cv profile junior candidate in management experience with relevant tools and projects skills project management agile stakeholder management budgeting leadership communication teamwork problem solving education bachelors masters related to management soft skills communication teamwork,junior,specialized,management,"project management, agile, stakeholder management, budgeting, leadership, communication, teamwork, problem solving",6
CV_0150,cv profile junior candidate in data experience with relevant tools and projects skills sql numpy pandas statistics power bi etl teamwork reporting education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"sql, numpy, pandas, statistics, power bi, etl, teamwork, reporting",3
CV_0151,cv profile junior candidate in finance experience with relevant tools and projects skills cloud risk analysis sql typography design systems accounting testing forecasting education bachelors masters related to finance soft skills communication teamwork,junior,polyvalent,finance,"cloud, risk analysis, sql, typography, design systems, accounting, testing, forecasting, teamwork, reporting",3
CV_0152,cv profile intermediate candidate in management experience with relevant tools and projects skills budgeting communication scrum project management stakeholder management planning leadership agile education bachelors masters related to management soft skills communication teamwork,intermediate,specialized,management,"budgeting, communication, scrum, project management, stakeholder management, planning, leadership, agile, english",5
CV_0153,cv profile senior candidate in cybersecurity experience with relevant tools and projects skills firewalls linux incident response siem penetration testing risk assessment network security cryptography education bachelors masters related to cybersecurity soft skills communication teamwork,senior,specialized,cybersecurity,"firewalls, linux, incident response, siem, penetration testing, risk assessment, network security, cryptography, presentation, teamwork",5
CV_0154,cv profile intermediate candidate in data experience with relevant tools and projects skills machine learning data visualization pandas numpy python tableau etl statistics education bachelors masters related to data soft skills communication teamwork,intermediate,specialized,data,"machine learning, data visualization, pandas, numpy, python, tableau, etl, statistics, teamwork",3
CV_0155,cv profile junior candidate in software experience with relevant tools and projects skills cloud rest api microservices testing docker git teamwork education bachelors masters related to software soft skills communication teamwork,junior,specialized,software,"cloud, rest api, microservices, testing, docker, git, teamwork",1
CV_0156,cv profile intermediate candidate in design experience with relevant tools and projects skills copywriting email marketing content marketing seo forecasting financial modeling risk analysis crm education bachelors masters related to design soft skills communication teamwork,intermediate,polyvalent,design,"copywriting, email marketing, content marketing, seo, forecasting, financial modeling, risk analysis, crm, google analytics, business intelligence, reporting, english, communication",0
CV_0157,cv profile junior candidate in design experience with relevant tools and projects skills ui design adobe photoshop typography figma adobe illustrator wireframing english reporting education bachelors masters related to design soft skills communication teamwork,junior,specialized,design,"ui design, adobe photoshop, typography, figma, adobe illustrator, wireframing, english, reporting",2
CV_0158,cv profile intermediate candidate in data experience with relevant tools and projects skills risk analysis design systems wireframing pandas statistics machine learning powerpoint figma education bachelors masters related to data soft skills communication teamwork,intermediate,polyvalent,data,"risk analysis, design systems, wireframing, pandas, statistics, machine learning, powerpoint, figma, business intelligence, power bi, english, communication",3
CV_0159,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills powerpoint financial modeling excel network security typography adobe illustrator cryptography wireframing education bachelors masters related to cybersecurity soft skills communication teamwork,junior,polyvalent,cybersecurity,"powerpoint, financial modeling, excel, network security, typography, adobe illustrator, cryptography, wireframing, reporting, teamwork, presentation",5
CV_0160,cv profile junior candidate in management experience with relevant tools and projects skills communication stakeholder management planning leadership budgeting scrum teamwork presentation education bachelors masters related to management soft skills communication teamwork,junior,specialized,management,"communication, stakeholder management, planning, leadership, budgeting, scrum, teamwork, presentation",6
CV_0161,cv profile junior candidate in finance experience with relevant tools and projects skills financial modeling excel powerpoint risk analysis sql forecasting communication education bachelors masters related to finance soft skills communication teamwork,junior,specialized,finance,"financial modeling, excel, powerpoint, risk analysis, sql, forecasting, communication",3
CV_0162,cv profile intermediate candidate in data experience with relevant tools and projects skills python statistics tableau power bi data visualization sql pandas etl education bachelors masters related to data soft skills communication teamwork,intermediate,specialized,data,"python, statistics, tableau, power bi, data visualization, sql, pandas, etl, reporting",3
CV_0163,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills content marketing siem email marketing risk assessment social media stakeholder management project management seo education bachelors masters related to cybersecurity soft skills communication teamwork,junior,polyvalent,cybersecurity,"content marketing, siem, email marketing, risk assessment, social media, stakeholder management, project management, seo, reporting, presentation",6
CV_0164,cv profile senior candidate in design experience with relevant tools and projects skills wireframing adobe photoshop typography figma ux research adobe illustrator ui design design systems education bachelors masters related to design soft skills communication teamwork,senior,specialized,design,"wireframing, adobe photoshop, typography, figma, ux research, adobe illustrator, ui design, design systems, english, teamwork",2
CV_0165,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills incident response scrum stakeholder management docker risk assessment leadership network security javascript education bachelors masters related to cybersecurity soft skills communication teamwork,junior,polyvalent,cybersecurity,"incident response, scrum, stakeholder management, docker, risk assessment, leadership, network security, javascript, english, teamwork",5
CV_0166,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills risk assessment firewalls siem network security linux penetration testing english reporting education bachelors masters related to cybersecurity soft skills communication teamwork,junior,specialized,cybersecurity,"risk assessment, firewalls, siem, network security, linux, penetration testing, english, reporting",5
CV_0167,cv profile junior candidate in marketing experience with relevant tools and projects skills social media branding content marketing google analytics copywriting seo teamwork education bachelors masters related to marketing soft skills communication teamwork,junior,specialized,marketing,"social media, branding, content marketing, google analytics, copywriting, seo, teamwork",0
CV_0168,cv profile junior candidate in design experience with relevant tools and projects skills cloud wireframing java google analytics ui design content marketing testing linux education bachelors masters related to design soft skills communication teamwork,junior,polyvalent,design,"cloud, wireframing, java, google analytics, ui design, content marketing, testing, linux, reporting, problem solving, presentation",1
CV_0169,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills financial modeling numpy wireframing figma ux research powerpoint machine learning adobe photoshop education bachelors masters related to cybersecurity soft skills communication teamwork,junior,polyvalent,cybersecurity,"financial modeling, numpy, wireframing, figma, ux research, powerpoint, machine learning, adobe photoshop, communication, problem solving",5
CV_0170,cv profile senior candidate in marketing experience with relevant tools and projects skills email marketing google analytics content marketing crm branding seo copywriting social media education bachelors masters related to marketing soft skills communication teamwork,senior,specialized,marketing,"email marketing, google analytics, content marketing, crm, branding, seo, copywriting, social media, reporting, problem solving",0
CV_0171,cv profile intermediate candidate in cybersecurity experience with relevant tools and projects skills risk assessment incident response linux siem cryptography network security firewalls penetration testing education bachelors masters related to cybersecurity soft skills communication teamwork,intermediate,specialized,cybersecurity,"risk assessment, incident response, linux, siem, cryptography, network security, firewalls, penetration testing, reporting",5
CV_0172,cv profile intermediate candidate in data experience with relevant tools and projects skills python tableau data visualization sql numpy etl power bi machine learning education bachelors masters related to data soft skills communication teamwork,intermediate,specialized,data,"python, tableau, data visualization, sql, numpy, etl, power bi, machine learning, communication",3
CV_0173,cv profile intermediate candidate in software experience with relevant tools and projects skills cloud linux testing python microservices docker git rest api education bachelors masters related to software soft skills communication teamwork,intermediate,specialized,software,"cloud, linux, testing, python, microservices, docker, git, rest api, reporting",1
CV_0174,cv profile junior candidate in design experience with relevant tools and projects skills seo copywriting adobe illustrator typography ux research wireframing social media design systems education bachelors masters related to design soft skills communication teamwork,junior,polyvalent,design,"seo, copywriting, adobe illustrator, typography, ux research, wireframing, social media, design systems, reporting, presentation",0
CV_0175,cv profile intermediate candidate in cybersecurity experience with relevant tools and projects skills firewalls network security siem incident response penetration testing cryptography risk assessment linux education bachelors masters related to cybersecurity soft skills communication teamwork,intermediate,specialized,cybersecurity,"firewalls, network security, siem, incident response, penetration testing, cryptography, risk assessment, linux, presentation, communication",5
CV_0176,cv profile senior candidate in design experience with relevant tools and projects skills figma design systems typography adobe illustrator adobe photoshop ux research ui design wireframing education bachelors masters related to design soft skills communication teamwork,senior,specialized,design,"figma, design systems, typography, adobe illustrator, adobe photoshop, ux research, ui design, wireframing, presentation",6
CV_0177,cv profile junior candidate in software experience with relevant tools and projects skills statistics agile google analytics sql communication data visualization content marketing social media education bachelors masters related to software soft skills communication teamwork,junior,polyvalent,software,"statistics, agile, google analytics, sql, communication, data visualization, content marketing, social media, presentation, problem solving",1
CV_0178,cv profile intermediate candidate in marketing experience with relevant tools and projects skills crm seo content marketing copywriting branding google analytics social media email marketing education bachelors masters related to marketing soft skills communication teamwork,intermediate,specialized,marketing,"crm, seo, content marketing, copywriting, branding, google analytics, social media, email marketing, teamwork, reporting",0
CV_0179,cv profile intermediate candidate in software experience with relevant tools and projects skills financial modeling sql linux docker ui design java excel git education bachelors masters related to software soft skills communication teamwork,intermediate,polyvalent,software,"financial modeling, sql, linux, docker, ui design, java, excel, git, adobe illustrator, adobe photoshop, problem solving, reporting",1
CV_0180,cv profile intermediate candidate in management experience with relevant tools and projects skills planning project management leadership scrum stakeholder management agile budgeting communication education bachelors masters related to management soft skills communication teamwork,intermediate,specialized,management,"planning, project management, leadership, scrum, stakeholder management, agile, budgeting, communication, english, teamwork",6
CV_0181,cv profile intermediate candidate in design experience with relevant tools and projects skills adobe photoshop wireframing ui design figma design systems adobe illustrator typography ux research education bachelors masters related to design soft skills communication teamwork,intermediate,specialized,design,"adobe photoshop, wireframing, ui design, figma, design systems, adobe illustrator, typography, ux research, presentation",2
CV_0182,cv profile junior candidate in finance experience with relevant tools and projects skills excel accounting risk analysis sql forecasting business intelligence communication education bachelors masters related to finance soft skills communication teamwork,junior,specialized,finance,"excel, accounting, risk analysis, sql, forecasting, business intelligence, communication",4
CV_0183,cv profile junior candidate in software experience with relevant tools and projects skills testing microservices java python cloud javascript reporting education bachelors masters related to software soft skills communication teamwork,junior,specialized,software,"testing, microservices, java, python, cloud, javascript, reporting",3
CV_0184,cv profile intermediate candidate in marketing experience with relevant tools and projects skills linux penetration testing network security forecasting risk analysis excel business intelligence risk assessment education bachelors masters related to marketing soft skills communication teamwork,intermediate,polyvalent,marketing,"linux, penetration testing, network security, forecasting, risk analysis, excel, business intelligence, risk assessment, sql, powerpoint, teamwork, presentation, problem solving",5
CV_0185,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills siem incident response risk assessment firewalls cryptography linux problem solving education bachelors masters related to cybersecurity soft skills communication teamwork,junior,specialized,cybersecurity,"siem, incident response, risk assessment, firewalls, cryptography, linux, problem solving",5
CV_0186,cv profile senior candidate in cybersecurity experience with relevant tools and projects skills leadership git microservices testing docker budgeting seo javascript education bachelors masters related to cybersecurity soft skills communication teamwork,senior,polyvalent,cybersecurity,"leadership, git, microservices, testing, docker, budgeting, seo, javascript, python, social media, communication, google analytics, problem solving, presentation",0
CV_0187,cv profile senior candidate in marketing experience with relevant tools and projects skills crm content marketing social media google analytics copywriting branding email marketing seo education bachelors masters related to marketing soft skills communication teamwork,senior,specialized,marketing,"crm, content marketing, social media, google analytics, copywriting, branding, email marketing, seo, english, problem solving",0
CV_0188,cv profile intermediate candidate in management experience with relevant tools and projects skills stakeholder management communication budgeting agile project management scrum planning leadership education bachelors masters related to management soft skills communication teamwork,intermediate,specialized,management,"stakeholder management, communication, budgeting, agile, project management, scrum, planning, leadership, problem solving",6
CV_0189,cv profile intermediate candidate in management experience with relevant tools and projects skills wireframing adobe photoshop cloud git adobe illustrator figma docker rest api education bachelors masters related to management soft skills communication teamwork,intermediate,polyvalent,management,"wireframing, adobe photoshop, cloud, git, adobe illustrator, figma, docker, rest api, ui design, network security, reporting, communication, problem solving",1
CV_0190,cv profile senior candidate in design experience with relevant tools and projects skills ui design figma design systems ux research adobe illustrator adobe photoshop wireframing typography education bachelors masters related to design soft skills communication teamwork,senior,specialized,design,"ui design, figma, design systems, ux research, adobe illustrator, adobe photoshop, wireframing, typography, english, communication",2
CV_0191,cv profile junior candidate in data experience with relevant tools and projects skills power bi tableau statistics etl machine learning data visualization presentation reporting education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"power bi, tableau, statistics, etl, machine learning, data visualization, presentation, reporting",3
CV_0192,cv profile intermediate candidate in design experience with relevant tools and projects skills figma typography design systems ux research wireframing adobe illustrator adobe photoshop ui design education bachelors masters related to design soft skills communication teamwork,intermediate,specialized,design,"figma, typography, design systems, ux research, wireframing, adobe illustrator, adobe photoshop, ui design, problem solving, presentation",2
CV_0193,cv profile intermediate candidate in finance experience with relevant tools and projects skills powerpoint risk analysis excel sql forecasting financial modeling business intelligence accounting education bachelors masters related to finance soft skills communication teamwork,intermediate,specialized,finance,"powerpoint, risk analysis, excel, sql, forecasting, financial modeling, business intelligence, accounting, presentation",3
CV_0194,cv profile junior candidate in data experience with relevant tools and projects skills sql machine learning statistics pandas tableau data visualization problem solving education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"sql, machine learning, statistics, pandas, tableau, data visualization, problem solving",3
CV_0195,cv profile junior candidate in marketing experience with relevant tools and projects skills email marketing crm content marketing branding social media copywriting presentation education bachelors masters related to marketing soft skills communication teamwork,junior,specialized,marketing,"email marketing, crm, content marketing, branding, social media, copywriting, presentation",0
CV_0196,cv profile senior candidate in marketing experience with relevant tools and projects skills email marketing social media seo content marketing copywriting branding crm google analytics education bachelors masters related to marketing soft skills communication teamwork,senior,specialized,marketing,"email marketing, social media, seo, content marketing, copywriting, branding, crm, google analytics, problem solving",0
CV_0197,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills risk assessment penetration testing cryptography siem incident response firewalls reporting communication education bachelors masters related to cybersecurity soft skills communication teamwork,junior,specialized,cybersecurity,"risk assessment, penetration testing, cryptography, siem, incident response, firewalls, reporting, communication",5
CV_0198,cv profile junior candidate in cybersecurity experience with relevant tools and projects skills siem firewalls cryptography risk assessment network security penetration testing problem solving education bachelors masters related to cybersecurity soft skills communication teamwork,junior,specialized,cybersecurity,"siem, firewalls, cryptography, risk assessment, network security, penetration testing, problem solving",5
CV_0199,cv profile junior candidate in data experience with relevant tools and projects skills numpy machine learning data visualization statistics pandas sql english teamwork education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"numpy, machine learning, data visualization, statistics, pandas, sql, english, teamwork",3
CV_0200,cv profile intermediate candidate in finance experience with relevant tools and projects skills seo cloud google analytics email marketing crm linux microservices java education bachelors masters related to finance soft skills communication teamwork,intermediate,polyvalent,finance,"seo, cloud, google analytics, email marketing, crm, linux, microservices, java, copywriting, rest api, teamwork, presentation, english",0
CV_0201,cv profile intermediate candidate in marketing experience with relevant tools and projects skills branding social media crm email marketing copywriting seo google analytics content marketing education bachelors masters related to marketing soft skills communication teamwork,intermediate,specialized,marketing,"branding, social media, crm, email marketing, copywriting, seo, google analytics, content marketing, problem solving",0
CV_0202,cv profile junior candidate in data experience with relevant tools and projects skills machine learning etl power bi pandas data visualization python problem solving education bachelors masters related to data soft skills communication teamwork,junior,specialized,data,"machine learning, etl, power bi, pandas, data visualization, python, problem solving",3
CV_0203,cv profile intermediate candidate in management experience with relevant tools and projects skills ux research leadership adobe illustrator adobe photoshop typography stakeholder management communication design systems education bachelors masters related to management soft skills communication teamwork,intermediate,polyvalent,management,"ux research, leadership, adobe illustrator, adobe photoshop, typography, stakeholder management, communication, design systems, figma, planning, problem solving, english",6
CV_0204,cv profile senior candidate in management experience with relevant tools and projects skills rest api ui design design systems cloud git testing adobe illustrator java education bachelors masters related to management soft skills communication teamwork,senior,polyvalent,management,"rest api, ui design, design systems, cloud, git, testing, adobe illustrator, java, figma, microservices, javascript, linux, problem solving, presentation",1
CV_0205,cv profile intermediate candidate in cybersecurity experience with relevant tools and projects skills git powerpoint sql financial modeling business intelligence javascript linux risk analysis education bachelors masters related to cybersecurity soft skills communication teamwork,intermediate,polyvalent,cybersecurity,"git, powerpoint, sql, financial modeling, business intelligence, javascript, linux, risk analysis, docker, accounting, english, teamwork, problem solving",5
CV_0206,cv profile junior candidate in design experience with relevant tools and projects skills ui design typography adobe photoshop ux research adobe illustrator design systems problem solving reporting education bachelors masters related to design soft skills communication teamwork,junior,specialized,design,"ui design, typography, adobe photoshop, ux research, adobe illustrator, design systems, problem solving, reporting",2
CV_0207,cv profile senior candidate in data experience with relevant tools and projects skills business intelligence forecasting typography accounting adobe photoshop excel design systems ui design education bachelors masters related to data soft skills communication teamwork,senior,polyvalent,data,"business intelligence, forecasting, typography, accounting, adobe photoshop, excel, design systems, ui design, risk analysis, powerpoint, adobe illustrator, sql, problem solving, reporting, teamwork",2
